Sample in Buffer,Sample in Window,TRIGGER,cos_500kHz[15:0],cos_1MHz[15:0],cos_2MHz[15:0],cos_2_8MHz_wc[15:0],outputCos[17:0],filteredCos[18:0]
7581,7581,0,11589,-8189,-8196,-5120,-29107,-6910
7582,7582,0,14193,3,-16385,31232,325,-13323
7583,7583,0,15827,8197,-8191,11264,41329,-11577
7584,7584,0,16384,14193,8193,-28928,29141,202
7585,7585,0,15823,16384,16384,-17664,-3400,7462
7586,7586,0,14183,14183,8188,25088,10447,5679
7587,7587,0,11578,8182,-8196,22528,48409,7580
7588,7588,0,8182,-13,-16385,-20736,36148,18734
7589,7589,0,4230,-8205,-8191,-27136,-16658,25429
7590,7590,0,-13,-14197,8193,14848,-29057,18085
7591,7591,0,-4254,-16385,16384,29952,9784,8560
7592,7592,0,-8205,-14189,8188,-8192,21601,9936
7593,7593,0,-11596,-8189,-8196,-31744,-21445,14094
7594,7594,0,-14197,3,-16385,2048,-49484,6971
7595,7595,0,-15830,8197,-8191,32256,-16245,-6272
7596,7596,0,-16385,14193,8193,5120,18476,-9550
7597,7597,0,-15826,16384,16384,-31232,-2121,-3738
7598,7598,0,-14189,14183,8188,-11264,-34770,-3801
7599,7599,0,-11584,8182,-8196,28928,-16315,-12019
7600,7600,0,-8189,-13,-16385,17664,19386,-14596
7601,7601,0,-4238,-8205,-8191,-25088,5371,-7925
7602,7602,0,3,-14197,8193,-22528,-35477,-5592
7603,7603,0,4245,-16385,16384,20736,-27576,-13763
7604,7604,0,8197,-14189,8188,27136,20884,-18937
7605,7605,0,11589,-8189,-8196,-14848,30285,-11349
7606,7606,0,14193,3,-16385,-29952,-9403,-2360
7607,7607,0,15827,8197,-8191,8192,-19855,-4416
7608,7608,0,16384,14193,8193,31744,26069,-8828
7609,7609,0,15823,16384,16384,-2048,57272,-1208
7610,7610,0,14183,14183,8188,-32256,26063,13261
7611,7611,0,11578,8182,-8196,-5120,-8935,18119
7612,7612,0,8182,-13,-16385,31232,8500,13620
7613,7613,0,4230,-8205,-8191,11264,35310,14042
7614,7614,0,-13,-14197,8193,-28928,9343,21114
7615,7615,0,-4254,-16385,16384,-17664,-33992,20810
7616,7616,0,-8205,-14189,8188,25088,-26015,9710
7617,7617,0,-11596,-8189,-8196,22528,11835,1992
7618,7618,0,-14197,3,-16385,-20736,4788,4701
7619,7619,0,-15830,8197,-8191,-27136,-39029,5310
7620,7620,0,-16385,14193,8193,14848,-40916,-5111
7621,7621,0,-15826,16384,16384,29952,7607,-14702
7622,7622,0,-14189,14183,8188,-8192,26414,-10963
7623,7623,0,-11584,8182,-8196,-31744,-13243,-2990
7624,7624,0,-8189,-13,-16385,2048,-41286,-5927
7625,7625,0,-4238,-8205,-8191,32256,-10245,-15508
7626,7626,0,3,-14197,8193,5120,21867,-16131
7627,7627,0,4245,-16385,16384,-31232,72,-8648
7628,7628,0,8197,-14189,8188,-11264,-31084,-7549
7629,7629,0,11589,-8189,-8196,28928,-8115,-14377
7630,7630,0,14193,3,-16385,17664,34373,-14609
7631,7631,0,15827,8197,-8191,-25088,27761,-4190
7632,7632,0,16384,14193,8193,-22528,-7211,3274
7633,7633,0,15823,16384,16384,20736,3000,1062
7634,7634,0,14183,14183,8188,27136,48847,1679
7635,7635,0,11578,8182,-8196,-14848,50457,13680
7636,7636,0,8182,-13,-16385,-29952,-1228,24584
7637,7637,0,4230,-8205,-8191,8192,-25874,21204
7638,7638,0,-13,-14197,8193,31744,6271,12085
7639,7639,0,-4254,-16385,16384,-2048,26680,12142
7640,7640,0,-8205,-14189,8188,-32256,-10399,17294
7641,7641,0,-11596,-8189,-8196,-5120,-45509,12532
7642,7642,0,-14197,3,-16385,31232,-22860,-412
7643,7643,0,-15830,8197,-8191,11264,12939,-6076
7644,7644,0,-16385,14193,8193,-28928,-2516,-2082
7645,7645,0,-15826,16384,16384,-17664,-36169,-2451
7646,7646,0,-14189,14183,8188,25088,-21202,-11187
7647,7647,0,-11584,8182,-8196,22528,20037,-15090
7648,7648,0,-8189,-13,-16385,-20736,12986,-8195
7649,7649,0,-4238,-8205,-8191,-27136,-33029,-3925
7650,7650,0,3,-14197,8193,14848,-37525,-11692
7651,7651,0,4245,-16385,16384,29952,9800,-19612
7652,7652,0,8197,-14189,8188,-8192,30100,-14711
7653,7653,0,11589,-8189,-8196,-31744,-5043,-5348
7654,7654,0,14193,3,-16385,2048,-26299,-5941
7655,7655,0,15827,8197,-8191,32256,12145,-11774
7656,7656,0,16384,14193,8193,5120,50133,-7266
7657,7657,0,15823,16384,16384,-31232,30648,6175
7658,7658,0,14183,14183,8188,-11264,-3121,13065
7659,7659,0,11578,8182,-8196,28928,12057,10651
7660,7660,0,8182,-13,-16385,17664,42548,12333
7661,7661,0,4230,-8205,-8191,-25088,21742,21428
7662,7662,0,-13,-14197,8193,-22528,-27009,24185
7663,7663,0,-4254,-16385,16384,20736,-27592,14409
7664,7664,0,-8205,-14189,8188,27136,12385,5709
7665,7665,0,-11596,-8189,-8196,-14848,13883,8091
7666,7666,0,-14197,3,-16385,-29952,-32588,10550
7667,7667,0,-15830,8197,-8191,8192,-48245,1084
7668,7668,0,-16385,14193,8193,31744,-5588,-11113
7669,7669,0,-15826,16384,16384,-2048,24503,-11121
7670,7670,0,-14189,14183,8188,-32256,-5586,-3606
7671,7671,0,-11584,8182,-8196,-5120,-37307,-4552
7672,7672,0,-8189,-13,-16385,31232,-14662,-13310
7673,7673,0,-4238,-8205,-8191,11264,18939,-15312
7674,7674,0,3,-14197,8193,-28928,875,-8664
7675,7675,0,4245,-16385,16384,-17664,-33976,-7363
7676,7676,0,8197,-14189,8188,25088,-17516,-14937
7677,7677,0,11589,-8189,-8196,22528,28237,-17449
7678,7678,0,14193,3,-16385,-20736,27973,-8209
7679,7679,0,15827,8197,-8191,-27136,-10639,-190
7680,7680,0,16384,14193,8193,14848,-9259,-2826
7681,7681,0,15823,16384,16384,29952,40376,-4788
7682,7682,0,14183,14183,8188,-8192,58063,5904
7683,7683,0,11578,8182,-8196,-31744,15129,19681
7684,7684,0,8182,-13,-16385,2048,-18124,21003
7685,7685,0,4230,-8205,-8191,32256,6126,13846
7686,7686,0,-13,-14197,8193,5120,30335,13646
7687,7687,0,-4254,-16385,16384,-31232,56,19524
7688,7688,0,-8205,-14189,8188,-11264,-39583,17097
7689,7689,0,-11596,-8189,-8196,28928,-24517,5064
7690,7690,0,-14197,3,-16385,17664,11188,-1699
7691,7691,0,-15830,8197,-8191,-25088,-629,1310
7692,7692,0,-16385,14193,8193,-22528,-38868,989
7693,7693,0,-15826,16384,16384,20736,-29769,-8852
7694,7694,0,-14189,14183,8188,27136,17198,-15188
7695,7695,0,-11584,8182,-8196,-14848,22085,-8990
7696,7696,0,-8189,-13,-16385,-29952,-24390,-2345
7697,7697,0,-4238,-8205,-8191,8192,-42245,-8150
7698,7698,0,3,-14197,8193,31744,-2197,-17693
7699,7699,0,4245,-16385,16384,-2048,26696,-16031
7700,7700,0,8197,-14189,8188,-32256,-1900,-7354
7701,7701,0,11589,-8189,-8196,-5120,-29107,-6910
7702,7702,0,14193,3,-16385,31232,325,-13323
7703,7703,0,15827,8197,-8191,11264,41329,-11577
7704,7704,0,16384,14193,8193,-28928,29141,202
7705,7705,0,15823,16384,16384,-17664,-3400,7462
7706,7706,0,14183,14183,8188,25088,10447,5679
7707,7707,0,11578,8182,-8196,22528,48409,7580
7708,7708,0,8182,-13,-16385,-20736,36148,18734
7709,7709,0,4230,-8205,-8191,-27136,-16658,25429
7710,7710,0,-13,-14197,8193,14848,-29057,18085
7711,7711,0,-4254,-16385,16384,29952,9784,8560
7712,7712,0,-8205,-14189,8188,-8192,21601,9936
7713,7713,0,-11596,-8189,-8196,-31744,-21445,14094
7714,7714,0,-14197,3,-16385,2048,-49484,6971
7715,7715,0,-15830,8197,-8191,32256,-16245,-6272
7716,7716,0,-16385,14193,8193,5120,18476,-9550
7717,7717,0,-15826,16384,16384,-31232,-2121,-3738
7718,7718,0,-14189,14183,8188,-11264,-34770,-3801
7719,7719,0,-11584,8182,-8196,28928,-16315,-12019
7720,7720,0,-8189,-13,-16385,17664,19386,-14596
7721,7721,0,-4238,-8205,-8191,-25088,5371,-7925
7722,7722,0,3,-14197,8193,-22528,-35477,-5592
7723,7723,0,4245,-16385,16384,20736,-27576,-13763
7724,7724,0,8197,-14189,8188,27136,20884,-18937
7725,7725,0,11589,-8189,-8196,-14848,30285,-11349
7726,7726,0,14193,3,-16385,-29952,-9403,-2360
7727,7727,0,15827,8197,-8191,8192,-19855,-4416
7728,7728,0,16384,14193,8193,31744,26069,-8828
7729,7729,0,15823,16384,16384,-2048,57272,-1208
7730,7730,0,14183,14183,8188,-32256,26063,13261
7731,7731,0,11578,8182,-8196,-5120,-8935,18119
7732,7732,0,8182,-13,-16385,31232,8500,13620
7733,7733,0,4230,-8205,-8191,11264,35310,14042
7734,7734,0,-13,-14197,8193,-28928,9343,21114
7735,7735,0,-4254,-16385,16384,-17664,-33992,20810
7736,7736,0,-8205,-14189,8188,25088,-26015,9710
7737,7737,0,-11596,-8189,-8196,22528,11835,1992
7738,7738,0,-14197,3,-16385,-20736,4788,4701
7739,7739,0,-15830,8197,-8191,-27136,-39029,5310
7740,7740,0,-16385,14193,8193,14848,-40916,-5111
7741,7741,0,-15826,16384,16384,29952,7607,-14702
7742,7742,0,-14189,14183,8188,-8192,26414,-10963
7743,7743,0,-11584,8182,-8196,-31744,-13243,-2990
7744,7744,0,-8189,-13,-16385,2048,-41286,-5927
7745,7745,0,-4238,-8205,-8191,32256,-10245,-15508
7746,7746,0,3,-14197,8193,5120,21867,-16131
7747,7747,0,4245,-16385,16384,-31232,72,-8648
7748,7748,0,8197,-14189,8188,-11264,-31084,-7549
7749,7749,0,11589,-8189,-8196,28928,-8115,-14377
7750,7750,0,14193,3,-16385,17664,34373,-14609
7751,7751,0,15827,8197,-8191,-25088,27761,-4190
7752,7752,0,16384,14193,8193,-22528,-7211,3274
7753,7753,0,15823,16384,16384,20736,3000,1062
7754,7754,0,14183,14183,8188,27136,48847,1679
7755,7755,0,11578,8182,-8196,-14848,50457,13680
7756,7756,0,8182,-13,-16385,-29952,-1228,24584
7757,7757,0,4230,-8205,-8191,8192,-25874,21204
7758,7758,0,-13,-14197,8193,31744,6271,12085
7759,7759,0,-4254,-16385,16384,-2048,26680,12142
7760,7760,0,-8205,-14189,8188,-32256,-10399,17294
7761,7761,0,-11596,-8189,-8196,-5120,-45509,12532
7762,7762,0,-14197,3,-16385,31232,-22860,-412
7763,7763,0,-15830,8197,-8191,11264,12939,-6076
7764,7764,0,-16385,14193,8193,-28928,-2516,-2082
7765,7765,0,-15826,16384,16384,-17664,-36169,-2451
7766,7766,0,-14189,14183,8188,25088,-21202,-11187
7767,7767,0,-11584,8182,-8196,22528,20037,-15090
7768,7768,0,-8189,-13,-16385,-20736,12986,-8195
7769,7769,0,-4238,-8205,-8191,-27136,-33029,-3925
7770,7770,0,3,-14197,8193,14848,-37525,-11692
7771,7771,0,4245,-16385,16384,29952,9800,-19612
7772,7772,0,8197,-14189,8188,-8192,30100,-14711
7773,7773,0,11589,-8189,-8196,-31744,-5043,-5348
7774,7774,0,14193,3,-16385,2048,-26299,-5941
7775,7775,0,15827,8197,-8191,32256,12145,-11774
7776,7776,0,16384,14193,8193,5120,50133,-7266
7777,7777,0,15823,16384,16384,-31232,30648,6175
7778,7778,0,14183,14183,8188,-11264,-3121,13065
7779,7779,0,11578,8182,-8196,28928,12057,10651
7780,7780,0,8182,-13,-16385,17664,42548,12333
7781,7781,0,4230,-8205,-8191,-25088,21742,21428
7782,7782,0,-13,-14197,8193,-22528,-27009,24185
7783,7783,0,-4254,-16385,16384,20736,-27592,14409
7784,7784,0,-8205,-14189,8188,27136,12385,5709
7785,7785,0,-11596,-8189,-8196,-14848,13883,8091
7786,7786,0,-14197,3,-16385,-29952,-32588,10550
7787,7787,0,-15830,8197,-8191,8192,-48245,1084
7788,7788,0,-16385,14193,8193,31744,-5588,-11113
7789,7789,0,-15826,16384,16384,-2048,24503,-11121
7790,7790,0,-14189,14183,8188,-32256,-5586,-3606
7791,7791,0,-11584,8182,-8196,-5120,-37307,-4552
7792,7792,0,-8189,-13,-16385,31232,-14662,-13310
7793,7793,0,-4238,-8205,-8191,11264,18939,-15312
7794,7794,0,3,-14197,8193,-28928,875,-8664
7795,7795,0,4245,-16385,16384,-17664,-33976,-7363
7796,7796,0,8197,-14189,8188,25088,-17516,-14937
7797,7797,0,11589,-8189,-8196,22528,28237,-17449
7798,7798,0,14193,3,-16385,-20736,27973,-8209
7799,7799,0,15827,8197,-8191,-27136,-10639,-190
7800,7800,0,16384,14193,8193,14848,-9259,-2826
7801,7801,0,15823,16384,16384,29952,40376,-4788
7802,7802,0,14183,14183,8188,-8192,58063,5904
7803,7803,0,11578,8182,-8196,-31744,15129,19681
7804,7804,0,8182,-13,-16385,2048,-18124,21003
7805,7805,0,4230,-8205,-8191,32256,6126,13846
7806,7806,0,-13,-14197,8193,5120,30335,13646
7807,7807,0,-4254,-16385,16384,-31232,56,19524
7808,7808,0,-8205,-14189,8188,-11264,-39583,17097
7809,7809,0,-11596,-8189,-8196,28928,-24517,5064
7810,7810,0,-14197,3,-16385,17664,11188,-1699
7811,7811,0,-15830,8197,-8191,-25088,-629,1310
7812,7812,0,-16385,14193,8193,-22528,-38868,989
7813,7813,0,-15826,16384,16384,20736,-29769,-8852
7814,7814,0,-14189,14183,8188,27136,17198,-15188
7815,7815,0,-11584,8182,-8196,-14848,22085,-8990
7816,7816,0,-8189,-13,-16385,-29952,-24390,-2345
7817,7817,0,-4238,-8205,-8191,8192,-42245,-8150
7818,7818,0,3,-14197,8193,31744,-2197,-17693
7819,7819,0,4245,-16385,16384,-2048,26696,-16031
7820,7820,0,8197,-14189,8188,-32256,-1900,-7354
7821,7821,0,11589,-8189,-8196,-5120,-29107,-6910
7822,7822,0,14193,3,-16385,31232,325,-13323
7823,7823,0,15827,8197,-8191,11264,41329,-11577
7824,7824,0,16384,14193,8193,-28928,29141,202
7825,7825,0,15823,16384,16384,-17664,-3400,7462
7826,7826,0,14183,14183,8188,25088,10447,5679
7827,7827,0,11578,8182,-8196,22528,48409,7580
7828,7828,0,8182,-13,-16385,-20736,36148,18734
7829,7829,0,4230,-8205,-8191,-27136,-16658,25429
7830,7830,0,-13,-14197,8193,14848,-29057,18085
7831,7831,0,-4254,-16385,16384,29952,9784,8560
7832,7832,0,-8205,-14189,8188,-8192,21601,9936
7833,7833,0,-11596,-8189,-8196,-31744,-21445,14094
7834,7834,0,-14197,3,-16385,2048,-49484,6971
7835,7835,0,-15830,8197,-8191,32256,-16245,-6272
7836,7836,0,-16385,14193,8193,5120,18476,-9550
7837,7837,0,-15826,16384,16384,-31232,-2121,-3738
7838,7838,0,-14189,14183,8188,-11264,-34770,-3801
7839,7839,0,-11584,8182,-8196,28928,-16315,-12019
7840,7840,0,-8189,-13,-16385,17664,19386,-14596
7841,7841,0,-4238,-8205,-8191,-25088,5371,-7925
7842,7842,0,3,-14197,8193,-22528,-35477,-5592
7843,7843,0,4245,-16385,16384,20736,-27576,-13763
7844,7844,0,8197,-14189,8188,27136,20884,-18937
7845,7845,0,11589,-8189,-8196,-14848,30285,-11349
7846,7846,0,14193,3,-16385,-29952,-9403,-2360
7847,7847,0,15827,8197,-8191,8192,-19855,-4416
7848,7848,0,16384,14193,8193,31744,26069,-8828
7849,7849,0,15823,16384,16384,-2048,57272,-1208
7850,7850,0,14183,14183,8188,-32256,26063,13261
7851,7851,0,11578,8182,-8196,-5120,-8935,18119
7852,7852,0,8182,-13,-16385,31232,8500,13620
7853,7853,0,4230,-8205,-8191,11264,35310,14042
7854,7854,0,-13,-14197,8193,-28928,9343,21114
7855,7855,0,-4254,-16385,16384,-17664,-33992,20810
7856,7856,0,-8205,-14189,8188,25088,-26015,9710
7857,7857,0,-11596,-8189,-8196,22528,11835,1992
7858,7858,0,-14197,3,-16385,-20736,4788,4701
7859,7859,0,-15830,8197,-8191,-27136,-39029,5310
7860,7860,0,-16385,14193,8193,14848,-40916,-5111
7861,7861,0,-15826,16384,16384,29952,7607,-14702
7862,7862,0,-14189,14183,8188,-8192,26414,-10963
7863,7863,0,-11584,8182,-8196,-31744,-13243,-2990
7864,7864,0,-8189,-13,-16385,2048,-41286,-5927
7865,7865,0,-4238,-8205,-8191,32256,-10245,-15508
7866,7866,0,3,-14197,8193,5120,21867,-16131
7867,7867,0,4245,-16385,16384,-31232,72,-8648
7868,7868,0,8197,-14189,8188,-11264,-31084,-7549
7869,7869,0,11589,-8189,-8196,28928,-8115,-14377
7870,7870,0,14193,3,-16385,17664,34373,-14609
7871,7871,0,15827,8197,-8191,-25088,27761,-4190
7872,7872,0,16384,14193,8193,-22528,-7211,3274
7873,7873,0,15823,16384,16384,20736,3000,1062
7874,7874,0,14183,14183,8188,27136,48847,1679
7875,7875,0,11578,8182,-8196,-14848,50457,13680
7876,7876,0,8182,-13,-16385,-29952,-1228,24584
7877,7877,0,4230,-8205,-8191,8192,-25874,21204
7878,7878,0,-13,-14197,8193,31744,6271,12085
7879,7879,0,-4254,-16385,16384,-2048,26680,12142
7880,7880,0,-8205,-14189,8188,-32256,-10399,17294
7881,7881,0,-11596,-8189,-8196,-5120,-45509,12532
7882,7882,0,-14197,3,-16385,31232,-22860,-412
7883,7883,0,-15830,8197,-8191,11264,12939,-6076
7884,7884,0,-16385,14193,8193,-28928,-2516,-2082
7885,7885,0,-15826,16384,16384,-17664,-36169,-2451
7886,7886,0,-14189,14183,8188,25088,-21202,-11187
7887,7887,0,-11584,8182,-8196,22528,20037,-15090
7888,7888,0,-8189,-13,-16385,-20736,12986,-8195
7889,7889,0,-4238,-8205,-8191,-27136,-33029,-3925
7890,7890,0,3,-14197,8193,14848,-37525,-11692
7891,7891,0,4245,-16385,16384,29952,9800,-19612
7892,7892,0,8197,-14189,8188,-8192,30100,-14711
7893,7893,0,11589,-8189,-8196,-31744,-5043,-5348
7894,7894,0,14193,3,-16385,2048,-26299,-5941
7895,7895,0,15827,8197,-8191,32256,12145,-11774
7896,7896,0,16384,14193,8193,5120,50133,-7266
7897,7897,0,15823,16384,16384,-31232,30648,6175
7898,7898,0,14183,14183,8188,-11264,-3121,13065
7899,7899,0,11578,8182,-8196,28928,12057,10651
7900,7900,0,8182,-13,-16385,17664,42548,12333
7901,7901,0,4230,-8205,-8191,-25088,21742,21428
7902,7902,0,-13,-14197,8193,-22528,-27009,24185
7903,7903,0,-4254,-16385,16384,20736,-27592,14409
7904,7904,0,-8205,-14189,8188,27136,12385,5709
7905,7905,0,-11596,-8189,-8196,-14848,13883,8091
7906,7906,0,-14197,3,-16385,-29952,-32588,10550
7907,7907,0,-15830,8197,-8191,8192,-48245,1084
7908,7908,0,-16385,14193,8193,31744,-5588,-11113
7909,7909,0,-15826,16384,16384,-2048,24503,-11121
7910,7910,0,-14189,14183,8188,-32256,-5586,-3606
7911,7911,0,-11584,8182,-8196,-5120,-37307,-4552
7912,7912,0,-8189,-13,-16385,31232,-14662,-13310
7913,7913,0,-4238,-8205,-8191,11264,18939,-15312
7914,7914,0,3,-14197,8193,-28928,875,-8664
7915,7915,0,4245,-16385,16384,-17664,-33976,-7363
7916,7916,0,8197,-14189,8188,25088,-17516,-14937
7917,7917,0,11589,-8189,-8196,22528,28237,-17449
7918,7918,0,14193,3,-16385,-20736,27973,-8209
7919,7919,0,15827,8197,-8191,-27136,-10639,-190
7920,7920,0,16384,14193,8193,14848,-9259,-2826
7921,7921,0,15823,16384,16384,29952,40376,-4788
7922,7922,0,14183,14183,8188,-8192,58063,5904
7923,7923,0,11578,8182,-8196,-31744,15129,19681
7924,7924,0,8182,-13,-16385,2048,-18124,21003
7925,7925,0,4230,-8205,-8191,32256,6126,13846
7926,7926,0,-13,-14197,8193,5120,30335,13646
7927,7927,0,-4254,-16385,16384,-31232,56,19524
7928,7928,0,-8205,-14189,8188,-11264,-39583,17097
7929,7929,0,-11596,-8189,-8196,28928,-24517,5064
7930,7930,0,-14197,3,-16385,17664,11188,-1699
7931,7931,0,-15830,8197,-8191,-25088,-629,1310
7932,7932,0,-16385,14193,8193,-22528,-38868,989
7933,7933,0,-15826,16384,16384,20736,-29769,-8852
7934,7934,0,-14189,14183,8188,27136,17198,-15188
7935,7935,0,-11584,8182,-8196,-14848,22085,-8990
7936,7936,0,-8189,-13,-16385,-29952,-24390,-2345
7937,7937,0,-4238,-8205,-8191,8192,-42245,-8150
7938,7938,0,3,-14197,8193,31744,-2197,-17693
7939,7939,0,4245,-16385,16384,-2048,26696,-16031
7940,7940,0,8197,-14189,8188,-32256,-1900,-7354
7941,7941,0,11589,-8189,-8196,-5120,-29107,-6910
7942,7942,0,14193,3,-16385,31232,325,-13323
7943,7943,0,15827,8197,-8191,11264,41329,-11577
7944,7944,0,16384,14193,8193,-28928,29141,202
7945,7945,0,15823,16384,16384,-17664,-3400,7462
7946,7946,0,14183,14183,8188,25088,10447,5679
7947,7947,0,11578,8182,-8196,22528,48409,7580
7948,7948,0,8182,-13,-16385,-20736,36148,18734
7949,7949,0,4230,-8205,-8191,-27136,-16658,25429
7950,7950,0,-13,-14197,8193,14848,-29057,18085
7951,7951,0,-4254,-16385,16384,29952,9784,8560
7952,7952,0,-8205,-14189,8188,-8192,21601,9936
7953,7953,0,-11596,-8189,-8196,-31744,-21445,14094
7954,7954,0,-14197,3,-16385,2048,-49484,6971
7955,7955,0,-15830,8197,-8191,32256,-16245,-6272
7956,7956,0,-16385,14193,8193,5120,18476,-9550
7957,7957,0,-15826,16384,16384,-31232,-2121,-3738
7958,7958,0,-14189,14183,8188,-11264,-34770,-3801
7959,7959,0,-11584,8182,-8196,28928,-16315,-12019
7960,7960,0,-8189,-13,-16385,17664,19386,-14596
7961,7961,0,-4238,-8205,-8191,-25088,5371,-7925
7962,7962,0,3,-14197,8193,-22528,-35477,-5592
7963,7963,0,4245,-16385,16384,20736,-27576,-13763
7964,7964,0,8197,-14189,8188,27136,20884,-18937
7965,7965,0,11589,-8189,-8196,-14848,30285,-11349
7966,7966,0,14193,3,-16385,-29952,-9403,-2360
7967,7967,0,15827,8197,-8191,8192,-19855,-4416
7968,7968,0,16384,14193,8193,31744,26069,-8828
7969,7969,0,15823,16384,16384,-2048,57272,-1208
7970,7970,0,14183,14183,8188,-32256,26063,13261
7971,7971,0,11578,8182,-8196,-5120,-8935,18119
7972,7972,0,8182,-13,-16385,31232,8500,13620
7973,7973,0,4230,-8205,-8191,11264,35310,14042
7974,7974,0,-13,-14197,8193,-28928,9343,21114
7975,7975,0,-4254,-16385,16384,-17664,-33992,20810
7976,7976,0,-8205,-14189,8188,25088,-26015,9710
7977,7977,0,-11596,-8189,-8196,22528,11835,1992
7978,7978,0,-14197,3,-16385,-20736,4788,4701
7979,7979,0,-15830,8197,-8191,-27136,-39029,5310
7980,7980,0,-16385,14193,8193,14848,-40916,-5111
7981,7981,0,-15826,16384,16384,29952,7607,-14702
7982,7982,0,-14189,14183,8188,-8192,26414,-10963
7983,7983,0,-11584,8182,-8196,-31744,-13243,-2990
7984,7984,0,-8189,-13,-16385,2048,-41286,-5927
7985,7985,0,-4238,-8205,-8191,32256,-10245,-15508
7986,7986,0,3,-14197,8193,5120,21867,-16131
7987,7987,0,4245,-16385,16384,-31232,72,-8648
7988,7988,0,8197,-14189,8188,-11264,-31084,-7549
7989,7989,0,11589,-8189,-8196,28928,-8115,-14377
7990,7990,0,14193,3,-16385,17664,34373,-14609
7991,7991,0,15827,8197,-8191,-25088,27761,-4190
7992,7992,0,16384,14193,8193,-22528,-7211,3274
7993,7993,0,15823,16384,16384,20736,3000,1062
7994,7994,0,14183,14183,8188,27136,48847,1679
7995,7995,0,11578,8182,-8196,-14848,50457,13680
7996,7996,0,8182,-13,-16385,-29952,-1228,24584
7997,7997,0,4230,-8205,-8191,8192,-25874,21204
7998,7998,0,-13,-14197,8193,31744,6271,12085
7999,7999,0,-4254,-16385,16384,-2048,26680,12142
8000,8000,0,-8205,-14189,8188,-32256,-10399,17294
8001,8001,0,-11596,-8189,-8196,-5120,-45509,12532
8002,8002,0,-14197,3,-16385,31232,-22860,-412
8003,8003,0,-15830,8197,-8191,11264,12939,-6076
8004,8004,0,-16385,14193,8193,-28928,-2516,-2082
8005,8005,0,-15826,16384,16384,-17664,-36169,-2451
8006,8006,0,-14189,14183,8188,25088,-21202,-11187
8007,8007,0,-11584,8182,-8196,22528,20037,-15090
8008,8008,0,-8189,-13,-16385,-20736,12986,-8195
8009,8009,0,-4238,-8205,-8191,-27136,-33029,-3925
8010,8010,0,3,-14197,8193,14848,-37525,-11692
8011,8011,0,4245,-16385,16384,29952,9800,-19612
8012,8012,0,8197,-14189,8188,-8192,30100,-14711
8013,8013,0,11589,-8189,-8196,-31744,-5043,-5348
8014,8014,0,14193,3,-16385,2048,-26299,-5941
8015,8015,0,15827,8197,-8191,32256,12145,-11774
8016,8016,0,16384,14193,8193,5120,50133,-7266
8017,8017,0,15823,16384,16384,-31232,30648,6175
8018,8018,0,14183,14183,8188,-11264,-3121,13065
8019,8019,0,11578,8182,-8196,28928,12057,10651
8020,8020,0,8182,-13,-16385,17664,42548,12333
8021,8021,0,4230,-8205,-8191,-25088,21742,21428
8022,8022,0,-13,-14197,8193,-22528,-27009,24185
8023,8023,0,-4254,-16385,16384,20736,-27592,14409
8024,8024,0,-8205,-14189,8188,27136,12385,5709
8025,8025,0,-11596,-8189,-8196,-14848,13883,8091
8026,8026,0,-14197,3,-16385,-29952,-32588,10550
8027,8027,0,-15830,8197,-8191,8192,-48245,1084
8028,8028,0,-16385,14193,8193,31744,-5588,-11113
8029,8029,0,-15826,16384,16384,-2048,24503,-11121
8030,8030,0,-14189,14183,8188,-32256,-5586,-3606
8031,8031,0,-11584,8182,-8196,-5120,-37307,-4552
8032,8032,0,-8189,-13,-16385,31232,-14662,-13310
8033,8033,0,-4238,-8205,-8191,11264,18939,-15312
8034,8034,0,3,-14197,8193,-28928,875,-8664
8035,8035,0,4245,-16385,16384,-17664,-33976,-7363
8036,8036,0,8197,-14189,8188,25088,-17516,-14937
8037,8037,0,11589,-8189,-8196,22528,28237,-17449
8038,8038,0,14193,3,-16385,-20736,27973,-8209
8039,8039,0,15827,8197,-8191,-27136,-10639,-190
