freq Xk_re Xk_im Xk_mag Xk_err
2.695e+07 -1.08101 2.32303 2.56224 -0.95933
2.696e+07 -1.19023 2.44429 2.71867 -0.956846
2.697e+07 -1.3037 2.56171 2.87437 -0.954375
2.698e+07 -1.42124 2.67508 3.02919 -0.951918
2.699e+07 -1.54268 2.78418 3.18301 -0.949476
2.7e+07 -1.66785 2.8888 3.3357 -0.947052
2.701e+07 -1.79656 2.98873 3.48714 -0.944649
2.702e+07 -1.92862 3.08376 3.63719 -0.942267
2.703e+07 -2.06383 3.17372 3.78575 -0.939909
2.704e+07 -2.20198 3.25842 3.93268 -0.937576
2.705e+07 -2.34287 3.33767 4.07788 -0.935272
2.706e+07 -2.48627 3.41133 4.22122 -0.932996
2.707e+07 -2.63196 3.47923 4.3626 -0.930752
2.708e+07 -2.77972 3.54123 4.5019 -0.928541
2.709e+07 -2.92931 3.59719 4.63903 -0.926365
2.71e+07 -3.08049 3.64697 4.77387 -0.924224
2.711e+07 -3.23303 3.69048 4.90633 -0.922122
2.712e+07 -3.38668 3.72759 5.03632 -0.920058
2.713e+07 -3.54119 3.75821 5.16374 -0.918036
2.714e+07 -3.69631 3.78227 5.2885 -0.916055
2.715e+07 -3.8518 3.79968 5.41054 -0.914118
2.716e+07 -4.0074 3.81039 5.52976 -0.912226
2.717e+07 -4.16284 3.81434 5.6461 -0.910379
2.718e+07 -4.31789 3.81149 5.75948 -0.90858
2.719e+07 -4.47228 3.80183 5.86985 -0.906828
2.72e+07 -4.62574 3.78533 5.97714 -0.905125
2.721e+07 -4.77804 3.76199 6.0813 -0.903471
2.722e+07 -4.92891 3.73182 6.18228 -0.901869
2.723e+07 -5.07809 3.69484 6.28004 -0.900317
2.724e+07 -5.22534 3.65109 6.37453 -0.898817
2.725e+07 -5.3704 3.6006 6.46572 -0.897369
2.726e+07 -5.51303 3.54345 6.55359 -0.895975
2.727e+07 -5.65298 3.47969 6.63811 -0.894633
2.728e+07 -5.79001 3.40941 6.71925 -0.893345
2.729e+07 -5.92388 3.3327 6.79701 -0.892111
2.73e+07 -6.05436 3.24967 6.87137 -0.890931
2.731e+07 -6.18123 3.16043 6.94232 -0.889804
2.732e+07 -6.30424 3.06511 7.00988 -0.888732
2.733e+07 -6.4232 2.96386 7.07403 -0.887714
2.734e+07 -6.53788 2.85681 7.13479 -0.886749
2.735e+07 -6.64809 2.74414 7.19217 -0.885839
2.736e+07 -6.75361 2.62601 7.24619 -0.884981
2.737e+07 -6.85427 2.50261 7.29686 -0.884177
2.738e+07 -6.94988 2.37413 7.34421 -0.883425
2.739e+07 -7.04026 2.24078 7.38826 -0.882726
2.74e+07 -7.12524 2.10276 7.42904 -0.882079
2.741e+07 -7.20466 1.9603 7.46659 -0.881483
2.742e+07 -7.27838 1.81362 7.50093 -0.880938
2.743e+07 -7.34625 1.66297 7.53212 -0.880443
2.744e+07 -7.40813 1.50859 7.56018 -0.879997
2.745e+07 -7.46392 1.35075 7.58515 -0.879601
2.746e+07 -7.51348 1.18969 7.60709 -0.879253
2.747e+07 -7.55673 1.02569 7.62603 -0.878952
2.748e+07 -7.59358 0.85903 7.64201 -0.878698
2.749e+07 -7.62393 0.689986 7.65509 -0.878491
2.75e+07 -7.64772 0.518846 7.6653 -0.878329
2.751e+07 -7.66489 0.345905 7.67269 -0.878211
2.752e+07 -7.67539 0.171457 7.67731 -0.878138
2.753e+07 -7.67919 -0.00419383 7.67919 -0.878108
2.754e+07 -7.67626 -0.180744 7.67839 -0.878121
2.755e+07 -7.66659 -0.357885 7.67494 -0.878176
2.756e+07 -7.65017 -0.535306 7.66888 -0.878272
2.757e+07 -7.62703 -0.712693 7.66025 -0.878409
2.758e+07 -7.59716 -0.889734 7.64909 -0.878586
2.759e+07 -7.56063 -1.06611 7.63542 -0.878803
2.76e+07 -7.51745 -1.24151 7.61928 -0.879059
2.761e+07 -7.46771 -1.41561 7.6007 -0.879354
2.762e+07 -7.41145 -1.58811 7.57969 -0.879687
2.763e+07 -7.34877 -1.75868 7.55628 -0.880059
2.764e+07 -7.27976 -1.92701 7.53049 -0.880468
2.765e+07 -7.20452 -2.0928 7.50233 -0.880915
2.766e+07 -7.12316 -2.25574 7.4718 -0.8814
2.767e+07 -7.03582 -2.41551 7.43892 -0.881922
2.768e+07 -6.94263 -2.57183 7.40368 -0.882481
2.769e+07 -6.84374 -2.7244 7.36608 -0.883078
2.77e+07 -6.73931 -2.87293 7.32612 -0.883712
2.771e+07 -6.62951 -3.01712 7.28378 -0.884384
2.772e+07 -6.51453 -3.15671 7.23905 -0.885094
2.773e+07 -6.39454 -3.29143 7.19192 -0.885843
2.774e+07 -6.26976 -3.42099 7.14235 -0.886629
2.775e+07 -6.14039 -3.54516 7.09032 -0.887455
2.776e+07 -6.00666 -3.66367 7.0358 -0.888321
2.777e+07 -5.86879 -3.7763 6.97876 -0.889226
2.778e+07 -5.72702 -3.88279 6.91916 -0.890172
2.779e+07 -5.58159 -3.98295 6.85697 -0.891159
2.78e+07 -5.43276 -4.07654 6.79213 -0.892188
2.781e+07 -5.28079 -4.16337 6.72461 -0.89326
2.782e+07 -5.12595 -4.24325 6.65436 -0.894375
2.783e+07 -4.9685 -4.316 6.58133 -0.895534
2.784e+07 -4.80874 -4.38144 6.50546 -0.896739
2.785e+07 -4.64695 -4.43943 6.42672 -0.897989
2.786e+07 -4.48342 -4.48981 6.34504 -0.899285
2.787e+07 -4.31845 -4.53246 6.26037 -0.900629
2.788e+07 -4.15234 -4.56725 6.17265 -0.902021
2.789e+07 -3.98539 -4.59408 6.08185 -0.903463
2.79e+07 -3.81792 -4.61285 5.98789 -0.904954
2.791e+07 -3.65023 -4.62349 5.89074 -0.906496
2.792e+07 -3.48264 -4.62592 5.79033 -0.90809
2.793e+07 -3.31546 -4.62011 5.68662 -0.909736
2.794e+07 -3.14902 -4.60601 5.57957 -0.911435
2.795e+07 -2.98362 -4.58359 5.46912 -0.913189
2.796e+07 -2.8196 -4.55285 5.35524 -0.914996
2.797e+07 -2.65726 -4.51379 5.23788 -0.916859
2.798e+07 -2.49693 -4.46644 5.11701 -0.918778
2.799e+07 -2.33892 -4.41083 4.99259 -0.920753
2.8e+07 -2.18355 -4.347 4.86459 -0.922784
2.801e+07 -2.03112 -4.27502 4.733 -0.924873
2.802e+07 -1.88195 -4.19498 4.59778 -0.927019
2.803e+07 -1.73634 -4.10696 4.45892 -0.929223
2.804e+07 -1.59459 -4.01107 4.31641 -0.931485
2.805e+07 -1.457 -3.90744 4.17024 -0.933806
2.806e+07 -1.32387 -3.7962 4.02041 -0.936184
2.807e+07 -1.19547 -3.67749 3.86693 -0.93862
2.808e+07 -1.07209 -3.5515 3.70979 -0.941115
2.809e+07 -0.954007 -3.41838 3.54901 -0.943667
2.81e+07 -0.841477 -3.27834 3.38462 -0.946276
2.811e+07 -0.734764 -3.13159 3.21663 -0.948942
2.812e+07 -0.634117 -2.97833 3.04508 -0.951665
2.813e+07 -0.539778 -2.8188 2.87001 -0.954444
2.814e+07 -0.451981 -2.65324 2.69146 -0.957278
2.815e+07 -0.370947 -2.48191 2.50947 -0.960167
2.816e+07 -0.296891 -2.30507 2.32411 -0.963109
2.817e+07 -0.230015 -2.123 2.13543 -0.966104
2.818e+07 -0.170512 -1.936 1.94349 -0.969151
2.819e+07 -0.118561 -1.74435 1.74837 -0.972248
2.82e+07 -0.0743326 -1.54837 1.55015 -0.975394
2.821e+07 -0.0379838 -1.34838 1.34891 -0.978589
2.822e+07 -0.00965954 -1.1447 1.14474 -0.98183
2.823e+07 0.0105077 -0.937674 0.937733 -0.985115
2.824e+07 0.0223985 -0.727643 0.727987 -0.988445
2.825e+07 0.0259064 -0.514957 0.515608 -0.991816
2.826e+07 0.0209386 -0.299976 0.300706 -0.995227
2.827e+07 0.00741586 -0.0830639 0.0833943 -0.998676
2.828e+07 -0.014727 0.135409 0.136207 -0.997838
2.829e+07 -0.0455412 0.355067 0.357975 -0.994318
2.83e+07 -0.0850635 0.57553 0.581783 -0.990765
2.831e+07 -0.133316 0.796415 0.807497 -0.987183
2.832e+07 -0.190307 1.01734 1.03498 -0.983572
2.833e+07 -0.25603 1.2379 1.2641 -0.979935
2.834e+07 -0.330462 1.45772 1.49471 -0.976274
2.835e+07 -0.413567 1.6764 1.72666 -0.972593
2.836e+07 -0.505294 1.89355 1.95981 -0.968892
2.837e+07 -0.605576 2.10877 2.194 -0.965175
2.838e+07 -0.714333 2.32167 2.42908 -0.961443
2.839e+07 -0.831468 2.53187 2.6649 -0.9577
2.84e+07 -0.956869 2.73897 2.9013 -0.953948
2.841e+07 -1.09041 2.94258 3.13812 -0.950189
2.842e+07 -1.23196 3.14233 3.37519 -0.946425
2.843e+07 -1.38135 3.33783 3.61237 -0.942661
2.844e+07 -1.53842 3.52871 3.84948 -0.938897
2.845e+07 -1.70299 3.7146 4.08637 -0.935137
2.846e+07 -1.87485 3.89514 4.32287 -0.931383
2.847e+07 -2.0538 4.06998 4.55882 -0.927638
2.848e+07 -2.23962 4.23877 4.79406 -0.923904
2.849e+07 -2.43206 4.40116 5.02843 -0.920184
2.85e+07 -2.63088 4.55683 5.26177 -0.91648
2.851e+07 -2.83582 4.70545 5.49392 -0.912795
2.852e+07 -3.0466 4.84671 5.72472 -0.909132
2.853e+07 -3.26293 4.98032 5.95401 -0.905492
2.854e+07 -3.48452 5.10597 6.18165 -0.901879
2.855e+07 -3.71105 5.2234 6.40749 -0.898294
2.856e+07 -3.94222 5.33234 6.63136 -0.89474
2.857e+07 -4.17769 5.43253 6.85314 -0.89122
2.858e+07 -4.41712 5.52374 7.07267 -0.887735
2.859e+07 -4.66016 5.60573 7.28981 -0.884289
2.86e+07 -4.90647 5.67831 7.50444 -0.880882
2.861e+07 -5.15567 5.74126 7.71641 -0.877517
2.862e+07 -5.40739 5.7944 7.92559 -0.874197
2.863e+07 -5.66126 5.83759 8.13187 -0.870923
2.864e+07 -5.9169 5.87065 8.33512 -0.867697
2.865e+07 -6.1739 5.89346 8.53522 -0.86452
2.866e+07 -6.43188 5.9059 8.73205 -0.861396
2.867e+07 -6.69043 5.90788 8.92552 -0.858325
2.868e+07 -6.94916 5.8993 9.11552 -0.855309
2.869e+07 -7.20766 5.88011 9.30194 -0.85235
2.87e+07 -7.46551 5.85026 9.48469 -0.849449
2.871e+07 -7.72231 5.80972 9.66369 -0.846608
2.872e+07 -7.97764 5.75847 9.83884 -0.843828
2.873e+07 -8.2311 5.69653 10.0101 -0.84111
2.874e+07 -8.48226 5.62392 10.1773 -0.838456
2.875e+07 -8.73072 5.54069 10.3404 -0.835866
2.876e+07 -8.97607 5.44689 10.4995 -0.833342
2.877e+07 -9.2179 5.34262 10.6543 -0.830885
2.878e+07 -9.45581 5.22797 10.8048 -0.828495
2.879e+07 -9.6894 5.10306 10.9511 -0.826174
2.88e+07 -9.91826 4.96804 11.0929 -0.823922
2.881e+07 -10.142 4.82305 11.2304 -0.82174
2.882e+07 -10.3603 4.66827 11.3634 -0.819628
2.883e+07 -10.5726 4.50389 11.492 -0.817588
2.884e+07 -10.7788 4.33013 11.616 -0.815619
2.885e+07 -10.9783 4.14722 11.7355 -0.813722
2.886e+07 -11.1708 3.95539 11.8504 -0.811898
2.887e+07 -11.3561 3.75492 11.9608 -0.810147
2.888e+07 -11.5336 3.54609 12.0665 -0.808469
2.889e+07 -11.7033 3.32918 12.1676 -0.806864
2.89e+07 -11.8646 3.10452 12.264 -0.805333
2.891e+07 -12.0173 2.87244 12.3558 -0.803876
2.892e+07 -12.1611 2.63327 12.443 -0.802493
2.893e+07 -12.2958 2.38739 12.5254 -0.801184
2.894e+07 -12.421 2.13516 12.6032 -0.799949
2.895e+07 -12.5366 1.87697 12.6763 -0.798788
2.896e+07 -12.6423 1.61322 12.7448 -0.797702
2.897e+07 -12.7378 1.34433 12.8085 -0.79669
2.898e+07 -12.8229 1.07073 12.8676 -0.795753
2.899e+07 -12.8976 0.792842 12.9219 -0.79489
2.9e+07 -12.9615 0.51113 12.9716 -0.794102
2.901e+07 -13.0146 0.22605 13.0166 -0.793388
2.902e+07 -13.0567 -0.0619303 13.0568 -0.792749
2.903e+07 -13.0877 -0.352332 13.0924 -0.792184
2.904e+07 -13.1074 -0.644667 13.1233 -0.791694
2.905e+07 -13.1159 -0.938444 13.1494 -0.79128
2.906e+07 -13.1129 -1.23316 13.1708 -0.79094
2.907e+07 -13.0986 -1.52831 13.1874 -0.790675
2.908e+07 -13.0728 -1.82338 13.1993 -0.790487
2.909e+07 -13.0356 -2.11786 13.2065 -0.790373
2.91e+07 -12.9869 -2.41122 13.2088 -0.790336
2.911e+07 -12.9268 -2.70295 13.2064 -0.790375
2.912e+07 -12.8553 -2.99251 13.199 -0.790491
2.913e+07 -12.7726 -3.27939 13.1869 -0.790684
2.914e+07 -12.6787 -3.56306 13.1698 -0.790955
2.915e+07 -12.5737 -3.84299 13.1478 -0.791304
2.916e+07 -12.4577 -4.11866 13.1209 -0.791732
2.917e+07 -12.3309 -4.38955 13.0889 -0.792239
2.918e+07 -12.1935 -4.65514 13.0519 -0.792827
2.919e+07 -12.0457 -4.91492 13.0098 -0.793495
2.92e+07 -11.8877 -5.16838 12.9626 -0.794245
2.921e+07 -11.7196 -5.41502 12.9101 -0.795077
2.922e+07 -11.5418 -5.65435 12.8524 -0.795993
2.923e+07 -11.3546 -5.88587 12.7894 -0.796993
2.924e+07 -11.1581 -6.10911 12.721 -0.798079
2.925e+07 -10.9528 -6.3236 12.6472 -0.799251
2.926e+07 -10.7389 -6.52888 12.5678 -0.80051
2.927e+07 -10.5169 -6.72449 12.4829 -0.801859
2.928e+07 -10.2869 -6.91002 12.3923 -0.803296
2.929e+07 -10.0496 -7.08502 12.296 -0.804825
2.93e+07 -9.80514 -7.2491 12.1939 -0.806447
2.931e+07 -9.55405 -7.40186 12.0858 -0.808161
2.932e+07 -9.29674 -7.54291 11.9718 -0.809971
2.933e+07 -9.03365 -7.6719 11.8518 -0.811876
2.934e+07 -8.76524 -7.78848 11.7256 -0.813879
2.935e+07 -8.49199 -7.89231 11.5932 -0.815981
2.936e+07 -8.21438 -7.98308 11.4545 -0.818183
2.937e+07 -7.93291 -8.06051 11.3094 -0.820486
2.938e+07 -7.64809 -8.12432 11.1579 -0.822891
2.939e+07 -7.36045 -8.17424 10.9998 -0.825401
2.94e+07 -7.07053 -8.21006 10.835 -0.828016
2.941e+07 -6.77887 -8.23156 10.6636 -0.830737
2.942e+07 -6.48602 -8.23855 10.4853 -0.833566
2.943e+07 -6.19256 -8.23086 10.3002 -0.836504
2.944e+07 -5.89904 -8.20834 10.1082 -0.839552
2.945e+07 -5.60606 -8.17088 9.90914 -0.842712
2.946e+07 -5.3142 -8.11837 9.70302 -0.845984
2.947e+07 -5.02404 -8.05074 9.48975 -0.849369
2.948e+07 -4.73619 -7.96794 9.26928 -0.852869
2.949e+07 -4.45124 -7.86994 9.04155 -0.856483
2.95e+07 -4.1698 -7.75675 8.8065 -0.860214
2.951e+07 -3.89247 -7.62839 8.56409 -0.864062
2.952e+07 -3.61985 -7.48491 8.31427 -0.868027
2.953e+07 -3.35256 -7.32637 8.05701 -0.872111
2.954e+07 -3.0912 -7.1529 7.79227 -0.876313
2.955e+07 -2.83637 -6.9646 7.52002 -0.880635
2.956e+07 -2.58868 -6.76164 7.24023 -0.885076
2.957e+07 -2.34871 -6.54419 6.9529 -0.889636
2.958e+07 -2.11707 -6.31245 6.65801 -0.894317
2.959e+07 -1.89434 -6.06667 6.35555 -0.899118
2.96e+07 -1.68111 -5.80708 6.04552 -0.904039
2.961e+07 -1.47794 -5.53398 5.72794 -0.90908
2.962e+07 -1.28541 -5.24767 5.40281 -0.914241
2.963e+07 -1.10407 -4.94848 5.07015 -0.919521
2.964e+07 -0.934464 -4.63677 4.73 -0.924921
2.965e+07 -0.777135 -4.31292 4.38238 -0.930438
2.966e+07 -0.632604 -3.97734 4.02733 -0.936074
2.967e+07 -0.501383 -3.63045 3.66491 -0.941827
2.968e+07 -0.38397 -3.27271 3.29515 -0.947696
2.969e+07 -0.280847 -2.90459 2.91813 -0.95368
2.97e+07 -0.192484 -2.52659 2.53391 -0.959779
2.971e+07 -0.119331 -2.13923 2.14256 -0.965991
2.972e+07 -0.061823 -1.74306 1.74415 -0.972315
2.973e+07 -0.0203773 -1.33863 1.33879 -0.978749
2.974e+07 0.00460801 -0.926531 0.926543 -0.985293
2.975e+07 0.0127541 -0.507364 0.507524 -0.991944
2.976e+07 0.00370235 -0.0817481 0.0818318 -0.998701
2.977e+07 -0.0228852 0.349676 0.350424 -0.994438
2.978e+07 -0.0673247 0.786252 0.789129 -0.987474
2.979e+07 -0.12991 1.22731 1.23416 -0.98041
2.98e+07 -0.210913 1.67215 1.6854 -0.973248
2.981e+07 -0.310581 2.12008 2.14271 -0.965989
2.982e+07 -0.429137 2.57038 2.60596 -0.958636
2.983e+07 -0.566782 3.02232 3.07501 -0.95119
2.984e+07 -0.723687 3.47516 3.54971 -0.943655
2.985e+07 -0.900002 3.92813 4.02992 -0.936033
2.986e+07 -1.09585 4.38048 4.51547 -0.928326
2.987e+07 -1.31132 4.83144 5.00623 -0.920536
2.988e+07 -1.54649 5.28022 5.50203 -0.912666
2.989e+07 -1.8014 5.72603 6.0027 -0.904719
2.99e+07 -2.07606 6.16808 6.50809 -0.896697
2.991e+07 -2.37045 6.60557 7.01802 -0.888603
2.992e+07 -2.68454 7.03769 7.53232 -0.880439
2.993e+07 -3.01825 7.46365 8.05083 -0.872209
2.994e+07 -3.37149 7.88262 8.57337 -0.863915
2.995e+07 -3.74412 8.29381 9.09977 -0.855559
2.996e+07 -4.13599 8.69641 9.62985 -0.847145
2.997e+07 -4.54692 9.08961 10.1634 -0.838676
2.998e+07 -4.97669 9.4726 10.7004 -0.830153
2.999e+07 -5.42505 9.84459 11.2404 -0.821581
3e+07 -5.89173 10.2048 11.7835 -0.812961
3.001e+07 -6.37645 10.5524 12.3293 -0.804297
3.002e+07 -6.87885 10.8866 12.8778 -0.795591
3.003e+07 -7.3986 11.2068 13.4287 -0.786846
3.004e+07 -7.9353 11.512 13.9819 -0.778065
3.005e+07 -8.48853 11.8015 14.5373 -0.76925
3.006e+07 -9.05787 12.0747 15.0945 -0.760405
3.007e+07 -9.64283 12.3308 15.6535 -0.751531
3.008e+07 -10.2429 12.5691 16.2142 -0.742632
3.009e+07 -10.8577 12.7888 16.7763 -0.73371
3.01e+07 -11.4864 12.9894 17.3396 -0.724768
3.011e+07 -12.1287 13.1701 17.9041 -0.715808
3.012e+07 -12.7839 13.3303 18.4696 -0.706832
3.013e+07 -13.4514 13.4694 19.0358 -0.697844
3.014e+07 -14.1305 13.5867 19.6028 -0.688844
3.015e+07 -14.8205 13.6818 20.1703 -0.679837
3.016e+07 -15.5209 13.754 20.7381 -0.670823
3.017e+07 -16.2308 13.8028 21.3062 -0.661806
3.018e+07 -16.9495 13.8277 21.8745 -0.652786
3.019e+07 -17.6764 13.8282 22.4427 -0.643767
3.02e+07 -18.4105 13.8039 23.0107 -0.63475
3.021e+07 -19.1511 13.7543 23.5785 -0.625737
3.022e+07 -19.8975 13.679 24.146 -0.616731
3.023e+07 -20.6488 13.5777 24.7129 -0.607732
3.024e+07 -21.4041 13.45 25.2792 -0.598743
3.025e+07 -22.1626 13.2956 25.8448 -0.589766
3.026e+07 -22.9234 13.1141 26.4095 -0.580801
3.027e+07 -23.6857 12.9054 26.9734 -0.571852
3.028e+07 -24.4485 12.6693 27.5362 -0.562918
3.029e+07 -25.211 12.4055 28.0979 -0.554002
3.03e+07 -25.9722 12.1138 28.6584 -0.545105
3.031e+07 -26.7313 11.7943 29.2176 -0.536229
3.032e+07 -27.4873 11.4467 29.7754 -0.527374
3.033e+07 -28.2392 11.071 30.3318 -0.518542
3.034e+07 -28.9862 10.6672 30.8867 -0.509735
3.035e+07 -29.7272 10.2354 31.4399 -0.500953
3.036e+07 -30.4614 9.77544 31.9915 -0.492198
3.037e+07 -31.1878 9.28757 32.5413 -0.483471
3.038e+07 -31.9054 8.77187 33.0893 -0.474773
3.039e+07 -32.6134 8.22848 33.6354 -0.466104
3.04e+07 -33.3107 7.65761 34.1796 -0.457467
3.041e+07 -33.9965 7.05946 34.7217 -0.448862
3.042e+07 -34.6697 6.43431 35.2617 -0.44029
3.043e+07 -35.3295 5.78245 35.7996 -0.431752
3.044e+07 -35.975 5.10421 36.3353 -0.42325
3.045e+07 -36.6052 4.39995 36.8686 -0.414783
3.046e+07 -37.2192 3.67008 37.3997 -0.406354
3.047e+07 -37.8161 2.91503 37.9283 -0.397963
3.048e+07 -38.3951 2.13527 38.4545 -0.389612
3.049e+07 -38.9553 1.3313 38.9781 -0.381301
3.05e+07 -39.4959 0.503654 39.4991 -0.373031
3.051e+07 -40.0159 -0.347098 40.0174 -0.364803
3.052e+07 -40.5146 -1.22036 40.533 -0.35662
3.053e+07 -40.9912 -2.11549 41.0457 -0.348481
3.054e+07 -41.4448 -3.03184 41.5556 -0.340388
3.055e+07 -41.8748 -3.96871 42.0625 -0.332342
3.056e+07 -42.2804 -4.92538 42.5663 -0.324344
3.057e+07 -42.6608 -5.90109 43.067 -0.316397
3.058e+07 -43.0154 -6.89507 43.5645 -0.3085
3.059e+07 -43.3434 -7.90652 44.0587 -0.300656
3.06e+07 -43.6443 -8.93459 44.5494 -0.292866
3.061e+07 -43.9174 -9.97843 45.0367 -0.285131
3.062e+07 -44.1621 -11.0372 45.5204 -0.277454
3.063e+07 -44.3778 -12.1099 46.0004 -0.269835
3.064e+07 -44.564 -13.1956 46.4766 -0.262276
3.065e+07 -44.7202 -14.2935 46.9489 -0.254779
3.066e+07 -44.8459 -15.4025 47.4172 -0.247346
3.067e+07 -44.9406 -16.5216 47.8814 -0.239978
3.068e+07 -45.004 -17.6499 48.3413 -0.232678
3.069e+07 -45.0356 -18.7863 48.7968 -0.225447
3.07e+07 -45.0351 -19.9297 49.2479 -0.218288
3.071e+07 -45.0021 -21.0792 49.6943 -0.211202
3.072e+07 -44.9364 -22.2336 50.1359 -0.204191
3.073e+07 -44.8377 -23.3918 50.5727 -0.197259
3.074e+07 -44.7058 -24.5528 51.0044 -0.190406
3.075e+07 -44.5406 -25.7155 51.431 -0.183635
3.076e+07 -44.3418 -26.8787 51.8523 -0.176948
3.077e+07 -44.1093 -28.0414 52.2681 -0.170348
3.078e+07 -43.8431 -29.2024 52.6782 -0.163837
3.079e+07 -43.5432 -30.3605 53.0827 -0.157418
3.08e+07 -43.2095 -31.5147 53.4812 -0.151092
3.081e+07 -42.842 -32.6639 53.8736 -0.144863
3.082e+07 -42.4409 -33.8068 54.2599 -0.138732
3.083e+07 -42.0063 -34.9424 54.6397 -0.132703
3.084e+07 -41.5382 -36.0695 55.013 -0.126777
3.085e+07 -41.037 -37.187 55.3796 -0.120958
3.086e+07 -40.5027 -38.2938 55.7394 -0.115247
3.087e+07 -39.9357 -39.3888 56.0922 -0.109648
3.088e+07 -39.3362 -40.4708 56.4378 -0.104162
3.089e+07 -38.7046 -41.5389 56.7761 -0.0987926
3.09e+07 -38.0412 -42.5918 57.1069 -0.0935419
3.091e+07 -37.3465 -43.6285 57.43 -0.0884122
3.092e+07 -36.6209 -44.648 57.7454 -0.0834062
3.093e+07 -35.8648 -45.6492 58.0529 -0.0785261
3.094e+07 -35.0788 -46.6311 58.3522 -0.0737744
3.095e+07 -34.2633 -47.5927 58.6433 -0.0691534
3.096e+07 -33.4191 -48.533 58.9261 -0.0646653
3.097e+07 -32.5466 -49.451 59.2003 -0.0603124
3.098e+07 -31.6465 -50.3457 59.4659 -0.0560969
3.099e+07 -30.7196 -51.2163 59.7227 -0.0520208
3.1e+07 -29.7664 -52.0618 59.9706 -0.0480863
3.101e+07 -28.7878 -52.8813 60.2094 -0.0442953
3.102e+07 -27.7844 -53.6741 60.4391 -0.0406498
3.103e+07 -26.7571 -54.4392 60.6595 -0.0371515
3.104e+07 -25.7067 -55.1759 60.8705 -0.0338022
3.105e+07 -24.6341 -55.8833 61.072 -0.0306036
3.106e+07 -23.54 -56.5609 61.2639 -0.0275574
3.107e+07 -22.4255 -57.2077 61.4461 -0.0246649
3.108e+07 -21.2914 -57.8232 61.6186 -0.0219275
3.109e+07 -20.1386 -58.4067 61.7812 -0.0193467
3.11e+07 -18.9682 -58.9576 61.9338 -0.0169236
3.111e+07 -17.7811 -59.4754 62.0765 -0.0146592
3.112e+07 -16.5783 -59.9594 62.2091 -0.0125547
3.113e+07 -15.3609 -60.4091 62.3315 -0.0106109
3.114e+07 -14.1298 -60.8241 62.4438 -0.00882861
3.115e+07 -12.8862 -61.204 62.5459 -0.00720849
3.116e+07 -11.6311 -61.5483 62.6377 -0.00575113
3.117e+07 -10.3655 -61.8567 62.7192 -0.00445699
3.118e+07 -9.09068 -62.1289 62.7904 -0.00332644
3.119e+07 -7.80762 -62.3645 62.8513 -0.00235972
3.12e+07 -6.51747 -62.5634 62.9019 -0.00155697
3.121e+07 -5.22136 -62.7252 62.9422 -0.000918221
3.122e+07 -3.92042 -62.8499 62.9721 -0.000443389
3.123e+07 -2.61578 -62.9373 62.9917 -0.000132288
3.124e+07 -1.30859 -62.9874 63.001 1.53752e-05
3.125e+07 7.88702e-13 -63 63 -6.76707e-16
3.126e+07 1.30885 -62.9752 62.9888 -0.000177913
3.127e+07 2.61681 -62.913 62.9674 -0.000517761
3.128e+07 3.92273 -62.8134 62.9358 -0.00101884
3.129e+07 5.22547 -62.6767 62.8941 -0.00168036
3.13e+07 6.52388 -62.5029 62.8424 -0.00250143
3.131e+07 7.81683 -62.2922 62.7807 -0.00348107
3.132e+07 9.10319 -62.0448 62.7091 -0.00461821
3.133e+07 10.3818 -61.7611 62.6276 -0.0059117
3.134e+07 11.6517 -61.4413 62.5363 -0.00736031
3.135e+07 12.9115 -61.0857 62.4353 -0.00896274
3.136e+07 14.1604 -60.6948 62.3248 -0.0107176
3.137e+07 15.3972 -60.269 62.2047 -0.0126235
3.138e+07 16.6207 -59.8087 62.0752 -0.0146788
3.139e+07 17.8301 -59.3145 61.9364 -0.016882
3.14e+07 19.0242 -58.7868 61.7884 -0.0192316
3.141e+07 20.202 -58.2262 61.6313 -0.0217257
3.142e+07 21.3626 -57.6333 61.4651 -0.0243628
3.143e+07 22.5049 -57.0088 61.2901 -0.027141
3.144e+07 23.6281 -56.3533 61.1063 -0.0300585
3.145e+07 24.731 -55.6675 60.9138 -0.0331135
3.146e+07 25.813 -54.9522 60.7128 -0.0363042
3.147e+07 26.873 -54.208 60.5034 -0.0396287
3.148e+07 27.9102 -53.4358 60.2856 -0.043085
3.149e+07 28.9237 -52.6364 60.0597 -0.0466713
3.15e+07 29.9128 -51.8106 59.8257 -0.0503857
3.151e+07 30.8768 -50.9593 59.5837 -0.0542263
3.152e+07 31.8147 -50.0834 59.334 -0.058191
3.153e+07 32.7259 -49.1838 59.0765 -0.0622781
3.154e+07 33.6098 -48.2614 58.8114 -0.0664856
3.155e+07 34.4656 -47.3173 58.5389 -0.0708116
3.156e+07 35.2927 -46.3523 58.259 -0.0752543
3.157e+07 36.0906 -45.3675 57.9719 -0.0798118
3.158e+07 36.8586 -44.3639 57.6776 -0.0844822
3.159e+07 37.5963 -43.3425 57.3764 -0.0892638
3.16e+07 38.3031 -42.3043 57.0682 -0.0941549
3.161e+07 38.9786 -41.2505 56.7533 -0.0991536
3.162e+07 39.6224 -40.1822 56.4317 -0.104258
3.163e+07 40.2341 -39.1003 56.1036 -0.109467
3.164e+07 40.8133 -38.0059 55.7689 -0.114779
3.165e+07 41.3597 -36.9003 55.4279 -0.120191
3.166e+07 41.873 -35.7845 55.0807 -0.125704
3.167e+07 42.3531 -34.6596 54.7272 -0.131314
