freq Xk_re Xk_im Xk_mag Xk_err
3.168e+07 42.7996 -33.5267 54.3677 -0.137021
3.169e+07 43.2125 -32.387 54.0022 -0.142823
3.17e+07 43.5915 -31.2415 53.6307 -0.148719
3.171e+07 43.9367 -30.0915 53.2534 -0.154707
3.172e+07 44.2479 -28.938 52.8704 -0.160787
3.173e+07 44.5251 -27.7822 52.4818 -0.166956
3.174e+07 44.7684 -26.6251 52.0875 -0.173215
3.175e+07 44.9778 -25.4679 51.6877 -0.17956
3.176e+07 45.1534 -24.3118 51.2824 -0.185993
3.177e+07 45.2953 -23.1577 50.8718 -0.192511
3.178e+07 45.4037 -22.0067 50.4559 -0.199113
3.179e+07 45.4788 -20.8601 50.0347 -0.205799
3.18e+07 45.5209 -19.7188 49.6083 -0.212567
3.181e+07 45.5301 -18.5838 49.1768 -0.219417
3.182e+07 45.5069 -17.4563 48.7402 -0.226347
3.183e+07 45.4515 -16.3373 48.2985 -0.233357
3.184e+07 45.3644 -15.2277 47.852 -0.240445
3.185e+07 45.2459 -14.1285 47.4005 -0.247612
3.186e+07 45.0964 -13.0408 46.9441 -0.254855
3.187e+07 44.9165 -11.9655 46.483 -0.262175
3.188e+07 44.7067 -10.9034 46.0171 -0.26957
3.189e+07 44.4674 -9.85563 45.5465 -0.27704
3.19e+07 44.1993 -8.82293 45.0713 -0.284583
3.191e+07 43.9029 -7.80619 44.5915 -0.292199
3.192e+07 43.5788 -6.80627 44.1071 -0.299887
3.193e+07 43.2278 -5.82396 43.6183 -0.307646
3.194e+07 42.8504 -4.86006 43.1251 -0.315475
3.195e+07 42.4473 -3.91532 42.6275 -0.323373
3.196e+07 42.0193 -2.99048 42.1256 -0.33134
3.197e+07 41.5671 -2.08623 41.6195 -0.339374
3.198e+07 41.0916 -1.20324 41.1092 -0.347474
3.199e+07 40.5933 -0.342164 40.5948 -0.355639
3.2e+07 40.0732 0.496398 40.0763 -0.363868
3.201e+07 39.5321 1.31187 39.5539 -0.37216
3.202e+07 38.9709 2.10369 39.0276 -0.380514
3.203e+07 38.3903 2.87137 38.4975 -0.388928
3.204e+07 37.7912 3.61441 37.9637 -0.397402
3.205e+07 37.1746 4.33237 37.4262 -0.405933
3.206e+07 36.5413 5.02484 36.8852 -0.414521
3.207e+07 35.8923 5.69143 36.3407 -0.423163
3.208e+07 35.2284 6.3318 35.7929 -0.431859
3.209e+07 34.5506 6.94565 35.2418 -0.440606
3.21e+07 33.8598 7.5327 34.6876 -0.449404
3.211e+07 33.157 8.09269 34.1303 -0.458249
3.212e+07 32.4431 8.62544 33.5701 -0.467141
3.213e+07 31.719 9.13077 33.0071 -0.476078
3.214e+07 30.9858 9.60854 32.4414 -0.485057
3.215e+07 30.2444 10.0587 31.8732 -0.494077
3.216e+07 29.4957 10.481 31.3025 -0.503135
3.217e+07 28.7407 10.8757 30.7296 -0.512229
3.218e+07 27.9803 11.2425 30.1545 -0.521358
3.219e+07 27.2155 11.5817 29.5774 -0.530518
3.22e+07 26.4473 11.8932 28.9984 -0.539707
3.221e+07 25.6766 12.1772 28.4178 -0.548924
3.222e+07 24.9043 12.4337 27.8356 -0.558165
3.223e+07 24.1314 12.663 27.2521 -0.567427
3.224e+07 23.3587 12.8653 26.6673 -0.576709
3.225e+07 22.5873 13.0408 26.0815 -0.586007
3.226e+07 21.8179 13.1897 25.4949 -0.595319
3.227e+07 21.0515 13.3124 24.9075 -0.604642
3.228e+07 20.2889 13.4091 24.3197 -0.613974
3.229e+07 19.5311 13.4803 23.7315 -0.62331
3.23e+07 18.7788 13.5263 23.1431 -0.632649
3.231e+07 18.0329 13.5475 22.5548 -0.641987
3.232e+07 17.2942 13.5444 21.9667 -0.651322
3.233e+07 16.5634 13.5173 21.3791 -0.660649
3.234e+07 15.8414 13.4669 20.792 -0.669968
3.235e+07 15.1289 13.3937 20.2058 -0.679273
3.236e+07 14.4267 13.298 19.6206 -0.688562
3.237e+07 13.7354 13.1806 19.0365 -0.697833
3.238e+07 13.0558 13.042 18.4539 -0.707081
3.239e+07 12.3884 12.8827 17.8728 -0.716304
3.24e+07 11.734 12.7035 17.2935 -0.725499
3.241e+07 11.0932 12.505 16.7163 -0.734663
3.242e+07 10.4666 12.2877 16.1412 -0.743791
3.243e+07 9.85464 12.0525 15.5684 -0.752882
3.244e+07 9.258 11.7999 14.9982 -0.761933
3.245e+07 8.67714 11.5307 14.4308 -0.770939
3.246e+07 8.11256 11.2456 13.8664 -0.779899
3.247e+07 7.56472 10.9453 13.305 -0.788809
3.248e+07 7.03405 10.6306 12.747 -0.797666
3.249e+07 6.52095 10.3022 12.1925 -0.806468
3.25e+07 6.02581 9.96091 11.6417 -0.815211
3.251e+07 5.54897 9.60746 11.0948 -0.823892
3.252e+07 5.09074 9.24264 10.5519 -0.83251
3.253e+07 4.65143 8.86723 10.0132 -0.841061
3.254e+07 4.23128 8.48201 9.47883 -0.849542
3.255e+07 3.83053 8.08777 8.94902 -0.857952
3.256e+07 3.44938 7.68531 8.42391 -0.866287
3.257e+07 3.08801 7.27541 7.90363 -0.874546
3.258e+07 2.74654 6.85887 7.38834 -0.882725
3.259e+07 2.42511 6.43648 6.87818 -0.890822
3.26e+07 2.12379 6.00903 6.37329 -0.898837
3.261e+07 1.84263 5.57729 5.8738 -0.906765
3.262e+07 1.58167 5.14207 5.37983 -0.914606
3.263e+07 1.34089 4.70412 4.8915 -0.922357
3.264e+07 1.12028 4.26422 4.40892 -0.930017
3.265e+07 0.919758 3.82314 3.93222 -0.937584
3.266e+07 0.739251 3.38161 3.46147 -0.945056
3.267e+07 0.57864 2.9404 2.99679 -0.952432
3.268e+07 0.437785 2.50023 2.53827 -0.95971
3.269e+07 0.316517 2.06182 2.08597 -0.966889
3.27e+07 0.214642 1.62588 1.63999 -0.973968
3.271e+07 0.131941 1.19312 1.20039 -0.980946
3.272e+07 0.0681675 0.7642 0.767234 -0.987822
3.273e+07 0.0230539 0.339803 0.340584 -0.994594
3.274e+07 -0.003693 -0.0794245 0.0795103 -0.998738
3.275e+07 -0.0123892 -0.492847 0.493003 -0.992175
3.276e+07 -0.00337315 -0.899847 0.899854 -0.985717
3.277e+07 0.0229949 -1.29983 1.30003 -0.979365
3.278e+07 0.0663337 -1.6922 1.6935 -0.973119
3.279e+07 0.126242 -2.07642 2.08025 -0.96698
3.28e+07 0.202298 -2.45192 2.46025 -0.960948
3.281e+07 0.294062 -2.81821 2.83351 -0.955024
3.282e+07 0.401077 -3.17476 3.2 -0.949206
3.283e+07 0.522867 -3.52112 3.55973 -0.943496
3.284e+07 0.658941 -3.85681 3.9127 -0.937894
3.285e+07 0.808794 -4.18142 4.25892 -0.932398
3.286e+07 0.971904 -4.49452 4.59841 -0.927009
3.287e+07 1.14774 -4.79574 4.93117 -0.921727
3.288e+07 1.33574 -5.08471 5.25723 -0.916552
3.289e+07 1.53537 -5.36109 5.57662 -0.911482
3.29e+07 1.74604 -5.62457 5.88935 -0.906518
3.291e+07 1.96718 -5.87486 6.19546 -0.901659
3.292e+07 2.1982 -6.11169 6.49499 -0.896905
3.293e+07 2.4385 -6.33483 6.78795 -0.892255
3.294e+07 2.68748 -6.54405 7.0744 -0.887708
3.295e+07 2.94453 -6.73918 7.35437 -0.883264
3.296e+07 3.20904 -6.92004 7.6279 -0.878922
3.297e+07 3.48038 -7.0865 7.89503 -0.874682
3.298e+07 3.75794 -7.23844 8.1558 -0.870543
3.299e+07 4.0411 -7.37577 8.41026 -0.866504
3.3e+07 4.32922 -7.49843 8.65844 -0.862564
3.301e+07 4.62168 -7.60637 8.90039 -0.858724
3.302e+07 4.91786 -7.6996 9.13615 -0.854982
3.303e+07 5.21714 -7.7781 9.36576 -0.851337
3.304e+07 5.51889 -7.84192 9.58926 -0.84779
3.305e+07 5.82251 -7.89111 9.80669 -0.844338
3.306e+07 6.12737 -7.92576 10.0181 -0.840983
3.307e+07 6.43286 -7.94596 10.2235 -0.837722
3.308e+07 6.7384 -7.95185 10.423 -0.834556
3.309e+07 7.04339 -7.94356 10.6165 -0.831485
3.31e+07 7.34723 -7.92128 10.8041 -0.828506
3.311e+07 7.64936 -7.88519 10.9859 -0.825621
3.312e+07 7.9492 -7.83551 11.1618 -0.822829
3.313e+07 8.2462 -7.77247 11.3319 -0.820129
3.314e+07 8.53981 -7.69632 11.4962 -0.817521
3.315e+07 8.8295 -7.60733 11.6547 -0.815005
3.316e+07 9.11474 -7.50579 11.8074 -0.81258
3.317e+07 9.39504 -7.39202 11.9544 -0.810247
3.318e+07 9.66988 -7.26633 12.0957 -0.808005
3.319e+07 9.9388 -7.12906 12.2312 -0.805853
3.32e+07 10.2013 -6.98059 12.361 -0.803793
3.321e+07 10.457 -6.82126 12.4851 -0.801823
3.322e+07 10.7054 -6.65148 12.6035 -0.799945
3.323e+07 10.9461 -6.47165 12.7161 -0.798157
3.324e+07 11.1787 -6.28217 12.823 -0.79646
3.325e+07 11.4029 -6.08347 12.9242 -0.794854
3.326e+07 11.6182 -5.87599 13.0196 -0.79334
3.327e+07 11.8244 -5.66017 13.1093 -0.791916
3.328e+07 12.021 -5.43647 13.1932 -0.790585
3.329e+07 12.2078 -5.20536 13.2713 -0.789345
3.33e+07 12.3845 -4.9673 13.3436 -0.788197
3.331e+07 12.5509 -4.72279 13.4101 -0.787142
3.332e+07 12.7067 -4.4723 13.4707 -0.786179
3.333e+07 12.8516 -4.21632 13.5255 -0.785309
3.334e+07 12.9855 -3.95535 13.5745 -0.784532
3.335e+07 13.1081 -3.6899 13.6176 -0.783848
3.336e+07 13.2194 -3.42046 13.6547 -0.783258
3.337e+07 13.3191 -3.14753 13.686 -0.782762
3.338e+07 13.4072 -2.87163 13.7113 -0.782361
3.339e+07 13.4835 -2.59326 13.7306 -0.782053
3.34e+07 13.548 -2.31293 13.744 -0.781841
3.341e+07 13.6006 -2.03113 13.7514 -0.781723
3.342e+07 13.6413 -1.74837 13.7529 -0.781701
3.343e+07 13.67 -1.46516 13.7483 -0.781773
3.344e+07 13.6868 -1.18197 13.7377 -0.781941
3.345e+07 13.6916 -0.899315 13.7211 -0.782205
3.346e+07 13.6846 -0.617668 13.6985 -0.782564
3.347e+07 13.6657 -0.33751 13.6699 -0.783018
3.348e+07 13.6351 -0.0593136 13.6352 -0.783568
3.349e+07 13.5929 0.216457 13.5946 -0.784213
3.35e+07 13.5392 0.489344 13.548 -0.784953
3.351e+07 13.474 0.758901 13.4954 -0.785787
3.352e+07 13.3977 1.02469 13.4368 -0.786717
3.353e+07 13.3104 1.28628 13.3724 -0.78774
3.354e+07 13.2121 1.54326 13.302 -0.788858
3.355e+07 13.1033 1.79522 13.2257 -0.790068
3.356e+07 12.9841 2.04177 13.1436 -0.791371
3.357e+07 12.8546 2.28253 13.0557 -0.792767
3.358e+07 12.7153 2.51713 12.9621 -0.794253
3.359e+07 12.5663 2.74521 12.8627 -0.79583
3.36e+07 12.408 2.96644 12.7577 -0.797497
3.361e+07 12.2407 3.18049 12.6471 -0.799252
3.362e+07 12.0646 3.38705 12.531 -0.801095
3.363e+07 11.8801 3.58582 12.4094 -0.803025
3.364e+07 11.6875 3.77654 12.2825 -0.80504
3.365e+07 11.4872 3.95892 12.1503 -0.807139
3.366e+07 11.2796 4.13273 12.0128 -0.80932
3.367e+07 11.0649 4.29773 11.8703 -0.811583
3.368e+07 10.8437 4.45372 11.7227 -0.813926
3.369e+07 10.6162 4.60049 11.5701 -0.816347
3.37e+07 10.3829 4.73788 11.4128 -0.818844
3.371e+07 10.1442 4.8657 11.2507 -0.821417
3.372e+07 9.90043 4.98383 11.0841 -0.824062
3.373e+07 9.65208 5.09214 10.913 -0.826778
3.374e+07 9.39956 5.19052 10.7375 -0.829564
3.375e+07 9.14327 5.27887 10.5577 -0.832417
3.376e+07 8.88366 5.35713 10.3739 -0.835335
3.377e+07 8.62114 5.42525 10.1861 -0.838315
3.378e+07 8.35615 5.48317 9.99452 -0.841357
3.379e+07 8.08913 5.5309 9.79922 -0.844457
3.38e+07 7.8205 5.56842 9.60039 -0.847613
3.381e+07 7.5507 5.59575 9.39816 -0.850823
3.382e+07 7.28016 5.61292 9.19269 -0.854084
3.383e+07 7.00931 5.61999 8.98413 -0.857395
3.384e+07 6.73858 5.61702 8.77265 -0.860752
3.385e+07 6.4684 5.6041 8.55839 -0.864152
3.386e+07 6.19918 5.58132 8.34152 -0.867595
3.387e+07 5.93135 5.54881 8.12221 -0.871076
3.388e+07 5.66531 5.5067 7.9006 -0.874594
3.389e+07 5.40148 5.45513 7.67687 -0.878145
3.39e+07 5.14024 5.39427 7.45119 -0.881727
3.391e+07 4.882 5.3243 7.22372 -0.885338
3.392e+07 4.62714 5.2454 6.99462 -0.888974
3.393e+07 4.37604 5.15779 6.76406 -0.892634
3.394e+07 4.12906 5.06169 6.53221 -0.896314
3.395e+07 3.88656 4.95732 6.29923 -0.900012
3.396e+07 3.6489 4.84493 6.06529 -0.903726
3.397e+07 3.4164 4.72478 5.83055 -0.907452
3.398e+07 3.18941 4.59714 5.59518 -0.911188
3.399e+07 2.96823 4.46228 5.35932 -0.914931
3.4e+07 2.75317 4.3205 5.12315 -0.91868
3.401e+07 2.54453 4.1721 4.88682 -0.922431
3.402e+07 2.34258 4.01738 4.65048 -0.926183
3.403e+07 2.14758 3.85666 4.41429 -0.929932
3.404e+07 1.9598 3.69027 4.17839 -0.933676
3.405e+07 1.77948 3.51854 3.94292 -0.937414
3.406e+07 1.60683 3.34181 3.70804 -0.941142
3.407e+07 1.44206 3.16043 3.47388 -0.944859
3.408e+07 1.28539 2.97474 3.24057 -0.948562
3.409e+07 1.13698 2.7851 3.00824 -0.95225
3.41e+07 0.997007 2.59189 2.77703 -0.95592
3.411e+07 0.86562 2.39544 2.54705 -0.959571
3.412e+07 0.742955 2.19615 2.31842 -0.9632
3.413e+07 0.629133 1.99437 2.09125 -0.966806
3.414e+07 0.524259 1.79047 1.86565 -0.970387
3.415e+07 0.428423 1.58484 1.64172 -0.973941
3.416e+07 0.341698 1.37784 1.41957 -0.977467
3.417e+07 0.264142 1.16984 1.19929 -0.980964
3.418e+07 0.195798 0.961211 0.98095 -0.984429
3.419e+07 0.136691 0.752333 0.76465 -0.987863
3.42e+07 0.0868325 0.543568 0.55046 -0.991263
3.421e+07 0.0462177 0.335283 0.338454 -0.994628
3.422e+07 0.0148259 0.127839 0.128696 -0.997957
3.423e+07 -0.00737839 -0.0784053 0.0787518 -0.99875
3.424e+07 -0.0204463 -0.283097 0.283834 -0.995495
3.425e+07 -0.0244439 -0.485887 0.486502 -0.992278
3.426e+07 -0.0194521 -0.686433 0.686709 -0.9891
3.427e+07 -0.00556621 -0.884398 0.884416 -0.985962
3.428e+07 0.0171038 -1.07945 1.07959 -0.982864
3.429e+07 0.048434 -1.27127 1.2722 -0.979806
3.43e+07 0.0882866 -1.45955 1.46221 -0.97679
3.431e+07 0.13651 -1.64396 1.64962 -0.973816
3.432e+07 0.192941 -1.82423 1.8344 -0.970883
3.433e+07 0.257401 -2.00005 2.01654 -0.967991
3.434e+07 0.329702 -2.17115 2.19604 -0.965142
3.435e+07 0.40964 -2.33726 2.37288 -0.962335
3.436e+07 0.497004 -2.49812 2.54708 -0.95957
3.437e+07 0.591569 -2.65348 2.71863 -0.956847
3.438e+07 0.693099 -2.80311 2.88753 -0.954166
3.439e+07 0.801349 -2.94678 3.0538 -0.951527
3.44e+07 0.916064 -3.08428 3.21745 -0.948929
3.441e+07 1.03698 -3.21541 3.37849 -0.946373
3.442e+07 1.16382 -3.33997 3.53693 -0.943858
3.443e+07 1.29631 -3.45779 3.69279 -0.941384
3.444e+07 1.43415 -3.56871 3.8461 -0.938951
3.445e+07 1.57705 -3.67257 3.99686 -0.936558
3.446e+07 1.7247 -3.76924 4.14509 -0.934205
3.447e+07 1.8768 -3.8586 4.29083 -0.931892
3.448e+07 2.03303 -3.94053 4.43407 -0.929618
3.449e+07 2.19307 -4.01494 4.57486 -0.927383
3.45e+07 2.3566 -4.08174 4.71319 -0.925187
3.451e+07 2.52328 -4.14087 4.8491 -0.92303
3.452e+07 2.69278 -4.19227 4.98259 -0.920911
3.453e+07 2.86477 -4.23589 5.11368 -0.918831
3.454e+07 3.03892 -4.27171 5.24238 -0.916788
3.455e+07 3.21488 -4.29972 5.36871 -0.914782
3.456e+07 3.39231 -4.31991 5.49267 -0.912815
3.457e+07 3.57088 -4.33229 5.61426 -0.910885
3.458e+07 3.75024 -4.3369 5.7335 -0.908992
3.459e+07 3.93006 -4.33378 5.85038 -0.907137
3.46e+07 4.10999 -4.32297 5.9649 -0.905319
3.461e+07 4.28971 -4.30454 6.07706 -0.903539
3.462e+07 4.46887 -4.27857 6.18684 -0.901796
3.463e+07 4.64716 -4.24515 6.29423 -0.900092
3.464e+07 4.82423 -4.20439 6.39923 -0.898425
3.465e+07 4.99977 -4.1564 6.5018 -0.896797
3.466e+07 5.17346 -4.10132 6.60193 -0.895207
3.467e+07 5.34499 -4.03927 6.6996 -0.893657
3.468e+07 5.51405 -3.97042 6.79477 -0.892146
3.469e+07 5.68033 -3.89492 6.88742 -0.890676
3.47e+07 5.84354 -3.81294 6.9775 -0.889246
3.471e+07 6.0034 -3.72468 7.06499 -0.887857
3.472e+07 6.15963 -3.63031 7.14984 -0.886511
3.473e+07 6.31194 -3.53005 7.232 -0.885206
3.474e+07 6.46008 -3.42411 7.31144 -0.883945
3.475e+07 6.60379 -3.3127 7.3881 -0.882729
3.476e+07 6.74283 -3.19606 7.46194 -0.881557
3.477e+07 6.87695 -3.07441 7.53289 -0.88043
3.478e+07 7.00594 -2.94801 7.60092 -0.879351
3.479e+07 7.12957 -2.8171 7.66595 -0.878318
3.48e+07 7.24764 -2.68194 7.72794 -0.877334
3.481e+07 7.35995 -2.5428 7.78683 -0.8764
3.482e+07 7.46632 -2.39993 7.84255 -0.875515
3.483e+07 7.56657 -2.25362 7.89505 -0.874682
3.484e+07 7.66054 -2.10414 7.94427 -0.873901
3.485e+07 7.74809 -1.95178 7.99014 -0.873172
3.486e+07 7.82908 -1.79681 8.03262 -0.872498
3.487e+07 7.90337 -1.63953 8.07164 -0.871879
3.488e+07 7.97086 -1.48023 8.10713 -0.871315
3.489e+07 8.03144 -1.3192 8.13906 -0.870809
3.49e+07 8.08503 -1.15673 8.16736 -0.870359
3.491e+07 8.13155 -0.993112 8.19197 -0.869969
3.492e+07 8.17093 -0.828651 8.21284 -0.869637
3.493e+07 8.20314 -0.663635 8.22994 -0.869366
3.494e+07 8.22812 -0.498361 8.2432 -0.869156
3.495e+07 8.24585 -0.33312 8.25258 -0.869007
3.496e+07 8.25633 -0.168204 8.25804 -0.86892
3.497e+07 8.25954 -0.00390212 8.25954 -0.868896
3.498e+07 8.25551 0.1595 8.25705 -0.868936
3.499e+07 8.24426 0.321719 8.25054 -0.869039
3.5e+07 8.22583 0.482475 8.23997 -0.869207
3.501e+07 8.20026 0.641492 8.22532 -0.869439
3.502e+07 8.16763 0.7985 8.20657 -0.869737
3.503e+07 8.12799 0.953233 8.1837 -0.8701
3.504e+07 8.08145 1.10543 8.1567 -0.870528
3.505e+07 8.0281 1.25484 8.12557 -0.871023
3.506e+07 7.96804 1.4012 8.0903 -0.871583
3.507e+07 7.90139 1.54429 8.05089 -0.872208
3.508e+07 7.82829 1.68386 8.00734 -0.872899
3.509e+07 7.74888 1.81969 7.95968 -0.873656
3.51e+07 7.66331 1.95155 7.9079 -0.874478
3.511e+07 7.57175 2.07924 7.85204 -0.875364
3.512e+07 7.47435 2.20256 7.79212 -0.876316
3.513e+07 7.37131 2.3213 7.72817 -0.877331
3.514e+07 7.26281 2.43528 7.66022 -0.878409
3.515e+07 7.14905 2.54434 7.58832 -0.879551
3.516e+07 7.03024 2.64829 7.5125 -0.880754
3.517e+07 6.90659 2.74699 7.43282 -0.882019
3.518e+07 6.77832 2.84028 7.34934 -0.883344
3.519e+07 6.64566 2.92804 7.26211 -0.884728
3.52e+07 6.50885 3.01013 7.17119 -0.886172
3.521e+07 6.36812 3.08644 7.07666 -0.887672
3.522e+07 6.22373 3.15687 6.97859 -0.889229
3.523e+07 6.07593 3.22131 6.87705 -0.890841
3.524e+07 5.92497 3.2797 6.77212 -0.892506
3.525e+07 5.77111 3.33195 6.6639 -0.894224
3.526e+07 5.61462 3.37801 6.55247 -0.895992
3.527e+07 5.45577 3.41783 6.43793 -0.897811
3.528e+07 5.29482 3.45136 6.32037 -0.899677
3.529e+07 5.13206 3.47858 6.19989 -0.901589
3.53e+07 4.96776 3.49948 6.07659 -0.903546
3.531e+07 4.80218 3.51405 5.95059 -0.905546
3.532e+07 4.63563 3.5223 5.822 -0.907587
3.533e+07 4.46836 3.52424 5.69092 -0.909668
3.534e+07 4.30066 3.51991 5.55747 -0.911786
3.535e+07 4.13281 3.50933 5.42177 -0.91394
3.536e+07 3.96508 3.49257 5.28393 -0.916128
3.537e+07 3.79776 3.46968 5.14409 -0.918348
3.538e+07 3.6311 3.44074 5.00236 -0.920597
3.539e+07 3.4654 3.40582 4.85887 -0.922875
3.54e+07 3.3009 3.36502 4.71374 -0.925179
3.541e+07 3.13789 3.31843 4.56709 -0.927506
3.542e+07 2.97661 3.26618 4.41907 -0.929856
3.543e+07 2.81734 3.20837 4.26978 -0.932226
3.544e+07 2.66031 3.14515 4.11937 -0.934613
3.545e+07 2.50578 3.07664 3.96795 -0.937017
3.546e+07 2.354 3.00299 3.81566 -0.939434
3.547e+07 2.20519 2.92436 3.66262 -0.941863
3.548e+07 2.05959 2.84092 3.50895 -0.944302
3.549e+07 1.91743 2.75283 3.35479 -0.946749
3.55e+07 1.77891 2.66028 3.20025 -0.949202
3.551e+07 1.64426 2.56344 3.04546 -0.951659
3.552e+07 1.51367 2.46251 2.89052 -0.954119
3.553e+07 1.38734 2.35768 2.73558 -0.956578
3.554e+07 1.26545 2.24917 2.58073 -0.959036
3.555e+07 1.14818 2.13718 2.42608 -0.961491
3.556e+07 1.03571 2.02193 2.27176 -0.96394
3.557e+07 0.928188 1.90363 2.11786 -0.966383
3.558e+07 0.82577 1.78251 1.96449 -0.968818
3.559e+07 0.728597 1.6588 1.81176 -0.971242
3.56e+07 0.636801 1.53272 1.65974 -0.973655
3.561e+07 0.550505 1.40452 1.50855 -0.976055
3.562e+07 0.46982 1.27442 1.35826 -0.97844
3.563e+07 0.39485 1.14267 1.20897 -0.98081
3.564e+07 0.325685 1.00951 1.06074 -0.983163
3.565e+07 0.262408 0.875178 0.91367 -0.985497
3.566e+07 0.205089 0.73992 0.767817 -0.987812
3.567e+07 0.153788 0.603978 0.62325 -0.990107
3.568e+07 0.108557 0.467597 0.480033 -0.99238
3.569e+07 0.0694336 0.33102 0.338223 -0.994631
3.57e+07 0.0364466 0.194488 0.197873 -0.996859
3.571e+07 0.00961371 0.0582432 0.0590313 -0.999063
3.572e+07 -0.0110578 -0.0774747 0.0782598 -0.998758
3.573e+07 -0.0255715 -0.212428 0.213962 -0.996604
3.574e+07 -0.0339414 -0.346382 0.348041 -0.994476
3.575e+07 -0.0361922 -0.479104 0.480469 -0.992374
3.576e+07 -0.032359 -0.610366 0.611223 -0.990298
3.577e+07 -0.0224871 -0.73994 0.740282 -0.988249
3.578e+07 -0.0066322 -0.867607 0.867633 -0.986228
3.579e+07 0.0151401 -0.993149 0.993265 -0.984234
3.58e+07 0.0427541 -1.11635 1.11717 -0.982267
3.581e+07 0.0761244 -1.23701 1.23935 -0.980328
3.582e+07 0.115156 -1.35493 1.35981 -0.978416
3.583e+07 0.159745 -1.4699 1.47855 -0.976531
3.584e+07 0.209778 -1.58173 1.59558 -0.974673
3.585e+07 0.265132 -1.69025 1.71092 -0.972843
3.586e+07 0.325676 -1.79528 1.82458 -0.971038
3.587e+07 0.391271 -1.89664 1.93658 -0.969261
3.588e+07 0.46177 -1.99418 2.04694 -0.967509
3.589e+07 0.537016 -2.08773 2.15569 -0.965783
3.59e+07 0.616848 -2.17715 2.26285 -0.964082
3.591e+07 0.701094 -2.26231 2.36845 -0.962406
3.592e+07 0.789578 -2.34306 2.47252 -0.960754
3.593e+07 0.882117 -2.41928 2.57508 -0.959126
3.594e+07 0.978519 -2.49087 2.67618 -0.957521
3.595e+07 1.07859 -2.55771 2.77583 -0.955939
3.596e+07 1.18213 -2.6197 2.87407 -0.95438
3.597e+07 1.28893 -2.67677 2.97093 -0.952842
3.598e+07 1.39877 -2.72882 3.06644 -0.951326
3.599e+07 1.51146 -2.77579 3.16062 -0.949831
3.6e+07 1.62675 -2.81762 3.2535 -0.948357
3.601e+07 1.74444 -2.85425 3.34512 -0.946903
3.602e+07 1.86429 -2.88565 3.43548 -0.945469
3.603e+07 1.98608 -2.91177 3.52462 -0.944054
3.604e+07 2.10957 -2.93261 3.61254 -0.942658
3.605e+07 2.23453 -2.94814 3.69927 -0.941281
3.606e+07 2.36072 -2.95835 3.78482 -0.939924
3.607e+07 2.48791 -2.96326 3.86919 -0.938584
3.608e+07 2.61586 -2.96288 3.95239 -0.937264
3.609e+07 2.74434 -2.95722 4.03442 -0.935962
3.61e+07 2.8731 -2.94633 4.11529 -0.934678
3.611e+07 3.00192 -2.93025 4.19498 -0.933413
3.612e+07 3.13054 -2.90902 4.27349 -0.932167
3.613e+07 3.25874 -2.88271 4.35079 -0.93094
3.614e+07 3.38629 -2.85138 4.42689 -0.929732
3.615e+07 3.51295 -2.81511 4.50174 -0.928544
3.616e+07 3.6385 -2.77398 4.57533 -0.927376
3.617e+07 3.76271 -2.72809 4.64763 -0.926228
3.618e+07 3.88535 -2.67755 4.7186 -0.925102
3.619e+07 4.00621 -2.62245 4.78821 -0.923997
3.62e+07 4.12508 -2.56291 4.85642 -0.922914
3.621e+07 4.24174 -2.49907 4.92318 -0.921854
3.622e+07 4.35598 -2.43104 4.98844 -0.920818
3.623e+07 4.46762 -2.35898 5.05216 -0.919807
3.624e+07 4.57644 -2.28302 5.11429 -0.918821
3.625e+07 4.68226 -2.20331 5.17476 -0.917861
3.626e+07 4.7849 -2.12001 5.23352 -0.916928
3.627e+07 4.88418 -2.03328 5.29051 -0.916024
3.628e+07 4.97993 -1.94329 5.34566 -0.915148
3.629e+07 5.07198 -1.85022 5.39892 -0.914303
3.63e+07 5.16018 -1.75423 5.45021 -0.913489
3.631e+07 5.24438 -1.65552 5.49948 -0.912707
3.632e+07 5.32443 -1.55427 5.54665 -0.911958
3.633e+07 5.4002 -1.45067 5.59166 -0.911244
3.634e+07 5.47157 -1.34491 5.63443 -0.910565
3.635e+07 5.53841 -1.23718 5.67491 -0.909922
3.636e+07 5.60061 -1.12769 5.71301 -0.909317
3.637e+07 5.65808 -1.01664 5.74869 -0.908751
3.638e+07 5.71072 -0.904229 5.78186 -0.908224
3.639e+07 5.75844 -0.790664 5.81247 -0.907739
3.64e+07 5.80118 -0.676149 5.84045 -0.907294
3.641e+07 5.83886 -0.560892 5.86574 -0.906893
3.642e+07 5.87143 -0.4451 5.88828 -0.906535
3.643e+07 5.89884 -0.328979 5.90801 -0.906222
3.644e+07 5.92106 -0.212738 5.92488 -0.905954
3.645e+07 5.93804 -0.0965827 5.93882 -0.905733
3.646e+07 5.94977 0.0192819 5.9498 -0.905559
3.647e+07 5.95624 0.134651 5.95776 -0.905432
3.648e+07 5.95745 0.249323 5.96267 -0.905354
3.649e+07 5.95341 0.363097 5.96447 -0.905326
3.65e+07 5.94413 0.475775 5.96314 -0.905347
3.651e+07 5.92963 0.587161 5.95863 -0.905419
3.652e+07 5.90995 0.697064 5.95092 -0.905541
3.653e+07 5.88514 0.805294 5.93998 -0.905715
3.654e+07 5.85525 0.911667 5.9258 -0.90594
3.655e+07 5.82033 1.016 5.90834 -0.906217
3.656e+07 5.78046 1.11812 5.88761 -0.906546
