0 0
1 0.866025
2 -0.866025
3 0.866025
4 -1.73205
5 1.73205
6 -1.73205
7 2.59808
8 -2.59808
9 2.59808
10 -3.4641
11 3.4641
12 -3.4641
13 4.33013
14 -4.33013
15 4.33013
16 -5.19615
17 5.19615
18 -5.19615
19 6.06218
20 -6.06218
21 6.06218
22 -6.9282
23 6.9282
24 -6.9282
25 7.79423
26 -7.79423
27 7.79423
28 -8.66025
29 8.66025
30 -8.66025
31 9.52628
32 -9.52628
33 9.52628
34 -10.3923
35 10.3923
36 -10.3923
37 11.2583
38 -11.2583
39 11.2583
40 -12.1244
41 12.1244
42 -12.1244
43 12.9904
44 -12.9904
45 12.9904
46 -13.8564
47 13.8564
48 -13.8564
49 14.7224
50 -14.7224
51 14.7224
52 -15.5885
53 15.5885
54 -15.5885
55 16.4545
56 -16.4545
57 16.4545
58 -17.3205
59 17.3205
60 -17.3205
61 18.1865
62 -18.1865
63 18.1865
64 -19.0526
65 19.0526
66 -19.0526
67 19.9186
68 -19.9186
69 19.9186
70 -20.7846
71 20.7846
72 -20.7846
73 21.6506
74 -21.6506
75 21.6506
76 -22.5167
77 22.5167
78 -22.5167
79 23.3827
80 -23.3827
81 23.3827
82 -24.2487
83 24.2487
84 -24.2487
85 25.1147
86 -25.1147
87 25.1147
88 -25.9808
89 25.9808
90 -25.9808
91 26.8468
92 -26.8468
93 26.8468
94 -27.7128
95 27.7128
96 -27.7128
97 28.5788
98 -28.5788
99 28.5788
100 -29.4449
101 29.4449
102 -29.4449
103 30.3109
104 -30.3109
105 30.3109
106 -31.1769
107 31.1769
108 -31.1769
109 32.0429
110 -32.0429
111 32.0429
112 -32.909
113 32.909
114 -32.909
115 33.775
116 -33.775
117 33.775
118 -34.641
119 34.641
120 -34.641
121 35.507
122 -35.507
123 35.507
124 -36.3731
125 36.3731
126 -36.3731
