0 0 0
1 3.33333e-10 0.793353
2 6.66667e-10 -0.965926
3 1e-09 0.382683
4 1.33333e-09 0.5
5 1.66667e-09 -0.991445
6 2e-09 0.707107
7 2.33333e-09 0.130526
8 2.66667e-09 -0.866025
9 3e-09 0.92388
10 3.33333e-09 -0.258819
11 3.66667e-09 -0.608761
12 4e-09 1
13 4.33333e-09 -0.608761
14 4.66667e-09 -0.258819
15 5e-09 0.92388
16 5.33333e-09 -0.866025
17 5.66667e-09 0.130526
18 6e-09 0.707107
19 6.33333e-09 -0.991445
20 6.66667e-09 0.5
21 7e-09 0.382683
22 7.33333e-09 -0.965926
23 7.66667e-09 0.793353
24 8e-09 1.98454e-14
25 8.33333e-09 -0.793353
26 8.66667e-09 0.965926
27 9e-09 -0.382683
28 9.33333e-09 -0.5
29 9.66667e-09 0.991445
30 1e-08 -0.707107
31 1.03333e-08 -0.130526
32 1.06667e-08 0.866025
33 1.1e-08 -0.92388
34 1.13333e-08 0.258819
35 1.16667e-08 0.608761
36 1.2e-08 -1
37 1.23333e-08 0.608761
38 1.26667e-08 0.258819
39 1.3e-08 -0.92388
40 1.33333e-08 0.866025
41 1.36667e-08 -0.130526
42 1.4e-08 -0.707107
43 1.43333e-08 0.991445
44 1.46667e-08 -0.5
45 1.5e-08 -0.382683
46 1.53333e-08 0.965926
47 1.56667e-08 -0.793353
48 1.6e-08 -6.81125e-14
49 1.63333e-08 0.793353
50 1.66667e-08 -0.965926
51 1.7e-08 0.382683
52 1.73333e-08 0.5
53 1.76667e-08 -0.991445
54 1.8e-08 0.707107
55 1.83333e-08 0.130526
56 1.86667e-08 -0.866025
57 1.9e-08 0.92388
58 1.93333e-08 -0.258819
59 1.96667e-08 -0.608761
60 2e-08 1
61 2.03333e-08 -0.608761
62 2.06667e-08 -0.258819
63 2.1e-08 0.92388
64 2.13333e-08 -0.866025
65 2.16667e-08 0.130526
66 2.2e-08 0.707107
67 2.23333e-08 -0.991445
68 2.26667e-08 0.5
69 2.3e-08 0.382683
70 2.33333e-08 -0.965926
71 2.36667e-08 0.793353
72 2.4e-08 1.23485e-13
73 2.43333e-08 -0.793353
74 2.46667e-08 0.965926
75 2.5e-08 -0.382683
76 2.53333e-08 -0.5
77 2.56667e-08 0.991445
78 2.6e-08 -0.707107
79 2.63333e-08 -0.130526
80 2.66667e-08 0.866025
81 2.7e-08 -0.92388
82 2.73333e-08 0.258819
83 2.76667e-08 0.608761
84 2.8e-08 -1
85 2.83333e-08 0.608761
86 2.86667e-08 0.258819
87 2.9e-08 -0.92388
88 2.93333e-08 0.866025
